,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Christian Benteke,17.0,be BEL,FW,26-287,90,29,1,1,13,15,2,29,0,0,,0,,16,47,8,0,0,0,3,1,21,2
1,Ruben Loftus-Cheek,8.0,eng ENG,FW,21-236,77,32,0,5,11,17,5,32,7,6,85.7,1,14.3,27,184,98,4,3,2,3,1,23,5
2,Bakary Sako,26.0,ml MLI,FW,29-143,13,11,1,4,4,3,1,11,0,0,,0,,4,6,0,0,0,0,1,0,4,3
3,Jason Puncheon,42.0,eng ENG,LM,31-090,90,40,1,7,14,19,3,40,1,1,100.0,0,0.0,26,105,45,2,0,0,2,1,21,6
4,Yohan Cabaye,7.0,fr FRA,CM,31-245,90,63,2,7,37,19,0,63,0,0,,0,,40,146,36,0,0,0,3,0,39,1
5,James McArthur,18.0,sct SCO,CM,29-344,68,31,0,4,19,8,1,31,0,0,,0,,19,72,40,0,0,0,2,2,18,1
6,Luka Milivojević,4.0,rs SRB,CM,26-162,22,27,0,4,20,3,0,27,1,1,100.0,0,0.0,23,134,77,0,0,0,0,1,22,0
7,Andros Townsend,10.0,eng ENG,RM,26-062,90,47,3,6,16,29,4,47,3,1,33.3,2,66.7,40,230,84,3,2,1,0,3,33,12
8,Jeffrey Schlupp,15.0,gh GHA,LB,24-267,90,70,5,24,29,17,2,70,1,0,0.0,1,100.0,41,174,93,2,2,0,1,1,38,5
9,Scott Dann,6.0,eng ENG,CB,30-214,90,59,7,23,30,6,0,59,0,0,,0,,31,204,104,1,1,0,1,0,32,0
10,Timothy Fosu-Mensah,24.0,nl NED,CB,19-257,90,43,4,15,28,0,0,43,0,0,,0,,30,115,39,0,0,0,0,0,28,0
11,Joel Ward,2.0,eng ENG,RB,27-322,90,71,4,15,33,24,3,71,1,1,100.0,0,0.0,44,245,68,2,3,0,2,1,42,4
12,Wayne Hennessey,13.0,wls WAL,GK,30-235,90,36,24,35,1,0,0,36,0,0,,0,,10,103,96,0,0,0,0,0,5,0
13,13 Players,,,,,990,559,52,150,255,160,21,559,14,10,71.4,4,28.6,351,1765,788,14,11,3,18,11,326,39
