,num,joueur
0,,Adam Federici
1,,Danny Guthrie
2,,Hal Robson-Kanu
3,,Adam le Fondre
4,,Adrian Mariappa
5,,Stephen Kelly
6,,Chris Gunter
7,,Hope Akpan
8,,Jobi McAnuff
9,,Sean Morrison
10,,Jem Karacan
