,num,joueur
0,,Ali Al-Habsi
1,,Ben Watson
2,,Maynor Figueroa
3,,Antolín Alcaraz
4,,Mohamed Diamé
5,,Hugo Rodallega
6,,Tom Cleverley
7,,James McCarthy
8,,Gary Caldwell
9,,Charles N'Zogbia
10,,Emmerson Boyce
