,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Eddie Nketiah,14.0,eng ENG,FW,23-264,90,11,14,78.6,149,15,7,8,87.5,4,4,100.0,0,0,,0,0.3,0.2,1,0,0,0,0
1,Leandro Trossard,19.0,be BEL,LW,28-076,67,24,31,77.4,459,163,12,15,80.0,7,10,70.0,4,4,100.0,0,0.0,0.1,1,4,4,2,6
2,Gabriel Martinelli,11.0,br BRA,"LW,LM",21-245,23,6,9,66.7,51,9,2,2,100.0,1,3,33.3,0,0,,0,0.1,0.0,1,0,0,0,0
3,Bukayo Saka,7.0,eng ENG,"RW,RM",21-166,90,29,51,56.9,435,96,18,23,78.3,7,11,63.6,2,8,25.0,0,0.0,0.3,0,4,1,1,4
4,Granit Xhaka,34.0,ch SUI,LM,30-144,78,35,43,81.4,534,154,20,23,87.0,9,11,81.8,4,4,100.0,0,0.0,0.0,0,4,1,0,4
5,Fabio Vieira,21.0,pt POR,"LM,CM",22-264,12,6,7,85.7,142,66,1,2,50.0,4,4,100.0,1,1,100.0,1,1.0,0.2,1,1,1,0,2
6,Jorginho,20.0,it ITA,CM,31-060,90,71,81,87.7,1183,345,33,38,86.8,29,30,96.7,6,8,75.0,0,0.1,0.1,2,7,3,0,15
7,Martin Ødegaard,8.0,no NOR,RM,24-063,89,56,65,86.2,932,271,26,29,89.7,24,27,88.9,4,5,80.0,1,0.9,0.6,7,4,2,0,12
8,Rob Holding,16.0,eng ENG,CB,27-151,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
9,Oleksandr Zinchenko,35.0,ua UKR,LB,26-065,89,75,89,84.3,1204,386,42,47,89.4,25,27,92.6,6,9,66.7,0,0.0,0.0,0,7,0,0,8
10,Kieran Tierney,3.0,sct SCO,LB,25-258,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
11,Gabriel Dos Santos,6.0,br BRA,CB,25-061,90,58,62,93.5,1020,323,23,23,100.0,30,32,93.8,4,6,66.7,0,0.0,0.0,0,5,0,0,7
12,William Saliba,12.0,fr FRA,CB,21-331,90,70,75,93.3,1177,476,31,34,91.2,32,33,97.0,5,6,83.3,0,0.0,0.0,0,9,0,0,3
13,Ben White,4.0,eng ENG,RB,25-133,78,59,77,76.6,874,282,29,34,85.3,23,27,85.2,3,7,42.9,0,0.2,0.3,1,4,0,0,5
14,Takehiro Tomiyasu,18.0,jp JPN,RB,24-105,12,12,16,75.0,207,20,2,3,66.7,9,9,100.0,0,2,0.0,0,0.0,0.0,0,3,0,0,2
15,Aaron Ramsdale,1.0,eng ENG,GK,24-280,90,18,23,78.3,346,192,6,6,100.0,11,11,100.0,1,5,20.0,0,0.0,0.0,0,0,0,0,0
16,16 Players,,,,,990,530,643,82.4,8713,2798,252,287,87.8,215,239,90.0,40,65,61.5,2,2.6,1.9,14,52,12,3,68
