,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Wilfried Zaha,11.0,ci CIV,FW,25-330,90,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,
1,Jordan Ayew,14.0,gh GHA,FW,27-025,71,0,0,0,3,1,0,1,0,1,0,0,0,0,2,1,66.7
2,Cheikhou Kouyaté,8.0,sn SEN,RM,28-289,19,1,0,0,2,1,0,0,0,1,0,0,0,2,1,0,100.0
3,Jeffrey Schlupp,15.0,gh GHA,LM,25-287,81,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,11.1
4,Alexander Sørloth,9.0,no NOR,FW,22-305,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0
5,James McArthur,18.0,sct SCO,CM,30-364,62,1,0,0,4,1,0,0,0,2,0,0,0,4,0,0,
6,Max Meyer,7.0,de GER,CM,23-018,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
7,Luka Milivojević,4.0,rs SRB,CM,27-182,90,0,0,0,1,1,0,6,4,2,0,0,0,10,2,0,100.0
8,Andros Townsend,10.0,eng ENG,"RM,LM,FW",27-082,90,0,0,0,0,2,1,6,1,0,0,0,0,4,0,3,0.0
9,Patrick van Aanholt,3.0,nl NED,LB,28-038,90,1,0,0,0,3,0,3,1,1,0,0,0,8,0,2,0.0
10,Mamadou Sakho,12.0,fr FRA,CB,28-235,90,0,0,0,0,1,0,0,1,1,0,0,0,12,3,1,75.0
11,James Tomkins,5.0,eng ENG,CB,29-191,90,0,0,0,0,0,0,0,2,0,0,0,0,4,4,2,66.7
12,Aaron Wan-Bissaka,29.0,eng ENG,RB,20-314,90,0,0,0,0,0,0,4,1,5,0,0,0,1,4,0,100.0
13,Wayne Hennessey,13.0,wls WAL,GK,31-255,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
14,14 Players,,,,,990,3,0,0,11,13,1,20,10,13,0,0,0,54,17,19,47.2
