,num,joueur
0,4,Danny Drinkwater
1,5,Wes Morgan
2,6,Robert Huth
3,9,Jamie Vardy
4,10,Andy King
5,11,Marc Albrighton
6,15,Jeffrey Schlupp
7,20,Shinji Okazaki
8,26,Riyad Mahrez
9,,
10,41,Jonny Maddison
