,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Ollie Watkins,11.0,eng ENG,"FW,LW",25-296,90,1,0,0,1,1,0,1,0,1,0,0,0,2,1,2,33.3
1,Danny Ings,20.0,eng ENG,FW,29-091,76,0,0,0,1,0,0,1,0,1,0,0,0,2,2,1,66.7
2,Anwar El Ghazi,21.0,nl NED,LW,26-172,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
3,Emi Buendía,10.0,ar ARG,AM,24-301,67,0,0,0,1,2,0,1,2,2,0,0,0,6,0,0,
4,Jacob Ramsey,41.0,eng ENG,AM,20-147,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
5,Douglas Luiz,6.0,br BRA,"DM,CM",23-166,90,1,0,0,1,3,0,2,5,0,0,0,0,7,0,1,0.0
6,John McGinn,7.0,sct SCO,"DM,CM",27-004,90,1,0,0,1,4,0,3,1,0,0,0,0,3,0,0,
7,Matt Targett,3.0,eng ENG,"LB,WB",26-034,90,1,0,0,3,0,0,2,0,0,0,1,0,5,1,2,33.3
8,Matty Cash,2.0,pl POL,"RB,WB",24-076,90,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,100.0
9,Tyrone Mings,5.0,eng ENG,CB,28-223,90,1,0,0,2,1,0,0,1,0,0,0,0,9,4,2,66.7
10,Axel Tuanzebe,16.0,eng ENG,CB,23-342,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
11,Leon Bailey,31.0,jm JAM,RW,24-074,45,0,0,0,0,2,0,1,0,1,0,0,0,4,1,2,33.3
12,Ezri Konsa,4.0,eng ENG,CB,23-364,90,0,0,0,0,1,0,0,1,0,0,0,0,7,4,1,80.0
13,Emiliano Martínez,1.0,ar ARG,GK,29-050,90,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,
14,14 Players,,,,,990,5,0,0,10,17,0,12,11,8,0,1,0,49,15,11,57.7
