,num,joueur
0,,Stephen Carr
1,,Keith Fahey
2,,Sebastian Larsson
3,,Liam Ridgewell
4,,Cameron Jerome
5,,Scott Dann
6,,Barry Ferguson
7,,Craig Gardner
8,,Nikola Žigić
9,,
10,,Colin Doyle
