,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Álvaro Morata,9.0,es ESP,FW,25-047,90,23,34,67.6,278,33,11,12,91.7,6,10,60.0,1,3,33.3,0,0.2,0.2,4,0,0,0,0
1,Eden Hazard,10.0,be BEL,"FW,AM",26-336,90,57,66,86.4,888,205,33,38,86.8,12,14,85.7,7,7,100.0,0,0.0,0.2,1,9,2,0,12
2,Tiemoué Bakayoko,14.0,fr FRA,DM,23-114,45,20,22,90.9,203,32,11,12,91.7,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,2
3,Pedro,11.0,es ESP,"WB,DM",30-134,45,23,27,85.2,387,125,11,12,91.7,11,13,84.6,1,2,50.0,0,0.0,0.1,0,2,1,0,5
4,N'Golo Kanté,7.0,fr FRA,"DM,CM",26-255,90,84,92,91.3,1348,373,43,43,100.0,34,35,97.1,5,8,62.5,0,0.1,0.1,2,13,3,0,13
5,Cesc Fàbregas,4.0,es ESP,"DM,CM",30-219,90,70,91,76.9,996,416,41,48,85.4,24,28,85.7,3,9,33.3,0,0.1,0.1,2,8,1,0,10
6,Marcos Alonso,3.0,es ESP,WB,26-346,54,40,47,85.1,697,170,16,19,84.2,22,24,91.7,2,3,66.7,0,0.0,0.0,1,1,1,0,4
7,Victor Moses,15.0,ng NGA,WB,26-362,36,17,27,63.0,304,83,6,10,60.0,9,12,75.0,1,3,33.3,0,0.0,0.0,0,3,0,0,3
8,Davide Zappacosta,21.0,it ITA,WB,25-181,63,29,37,78.4,393,117,16,17,94.1,9,10,90.0,1,3,33.3,0,0.2,0.2,2,1,1,1,2
9,Willian,22.0,br BRA,AM,29-122,27,12,16,75.0,146,42,8,10,80.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2
10,Gary Cahill,24.0,eng ENG,CB,31-355,90,65,74,87.8,1077,458,21,25,84.0,36,39,92.3,3,5,60.0,0,0.0,0.0,0,4,0,0,0
11,Andreas Christensen,27.0,dk DEN,CB,21-243,90,69,78,88.5,1461,458,22,27,81.5,35,39,89.7,12,12,100.0,0,0.0,0.0,0,6,0,0,5
12,César Azpilicueta,28.0,es ESP,CB,28-103,90,79,93,84.9,1131,366,45,49,91.8,26,30,86.7,3,8,37.5,0,0.1,0.2,1,11,1,1,6
13,Thibaut Courtois,13.0,be BEL,GK,25-212,90,31,33,93.9,868,604,1,1,100.0,16,16,100.0,12,14,85.7,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,619,737,84.0,10177,3482,285,323,88.2,245,277,88.4,53,79,67.1,0,0.7,1.2,13,60,10,2,64
