,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Peter Crouch,25.0,eng ENG,FW,37-103,90,34,0,3,18,13,2,34,0,0,,0,,15,26,4,0,0,0,2,1,32,1
1,Mame Biram Diouf,18.0,sn SEN,LW,30-148,90,32,7,14,10,8,0,32,3,1,33.3,2,66.7,17,88,37,2,1,0,2,0,16,3
2,Xherdan Shaqiri,22.0,ch SUI,RW,26-215,90,54,0,13,33,8,1,53,4,2,50.0,2,50.0,44,240,98,3,0,0,0,4,42,4
3,Badou Ndiaye,27.0,sn SEN,LM,27-198,90,52,2,19,28,7,1,52,0,0,,0,,35,118,49,0,0,0,3,4,35,2
4,Lasse Sørensen,55.0,dk DEN,CM,18-204,75,61,5,25,34,2,0,61,0,0,,0,,34,137,66,0,0,0,0,1,41,0
5,Stephen Ireland,7.0,ie IRL,CM,31-264,15,12,2,3,8,1,0,12,0,0,,0,,4,18,4,0,0,0,0,0,7,0
6,Joe Allen,4.0,wls WAL,RM,28-060,7,2,0,0,1,1,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0
7,Darren Fletcher,24.0,sct SCO,RM,34-101,83,54,1,10,44,3,1,54,1,1,100.0,0,0.0,38,171,83,0,1,0,0,0,43,2
8,Erik Pieters,3.0,nl NED,LB,29-279,90,72,11,43,27,4,1,72,2,1,50.0,1,50.0,31,140,73,1,2,0,0,0,33,2
9,Kurt Zouma,6.0,fr FRA,CB,23-198,90,51,10,34,17,0,0,51,0,0,,0,,26,118,29,0,0,0,2,1,28,0
10,Ryan Shawcross,17.0,eng ENG,CB,30-221,90,52,13,42,10,0,0,52,0,0,,0,,28,112,38,0,0,0,0,0,28,0
11,Moritz Bauer,2.0,at AUT,RB,26-108,90,31,7,15,11,5,0,31,0,0,,0,,12,61,22,0,1,0,0,0,15,2
12,Jack Butland,1.0,eng ENG,GK,25-064,90,62,52,62,0,0,0,62,0,0,,0,,41,340,179,0,0,0,0,0,30,0
13,13 Players,,,,,990,569,110,283,241,52,6,568,10,5,50.0,5,50.0,326,1570,682,6,5,0,9,11,351,16
