,num,joueur
0,,Pavel Pogrebnyak
1,,Aaron Hughes
2,,Philippe Senderos
3,,Brede Hangeland
4,,Kerim Frei
5,,Clint Dempsey
6,,Mahamadou Diarra
7,,Damien Duff
8,,John Arne Riise
9,,
10,,David Stockdale
