,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2013-08-17,,Premier League,Matchweek 1,Sat,Home,W,2,0,Cardiff City,,"34,977",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/6c9d4543/West-Ham-United-Cardiff-City-August-17-2013-Premier-League,
1,2013-08-24,,Premier League,Matchweek 2,Sat,Away,D,0,0,Newcastle Utd,,"49,622",,4-3-3,Phil Dowd,https://fbref.com/en/matches/840f5d17/Newcastle-United-West-Ham-United-August-24-2013-Premier-League,
2,2013-08-31,,Premier League,Matchweek 3,Sat,Home,L,0,1,Stoke City,,"34,946",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/0a96cd99/West-Ham-United-Stoke-City-August-31-2013-Premier-League,
3,2013-09-15,,Premier League,Matchweek 4,Sun,Away,D,0,0,Southampton,,"28,794",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/cd178c23/Southampton-West-Ham-United-September-15-2013-Premier-League,
4,2013-09-21,,Premier League,Matchweek 5,Sat,Home,L,2,3,Everton,,"34,952",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/2df7ba67/West-Ham-United-Everton-September-21-2013-Premier-League,
5,2013-09-28,,Premier League,Matchweek 6,Sat,Away,L,0,1,Hull City,,"24,291",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/c82883c3/Hull-City-West-Ham-United-September-28-2013-Premier-League,
6,2013-10-06,,Premier League,Matchweek 7,Sun,Away,W,3,0,Tottenham,,"35,977",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/94b64a78/Tottenham-Hotspur-West-Ham-United-October-6-2013-Premier-League,
7,2013-10-19,,Premier League,Matchweek 8,Sat,Home,L,1,3,Manchester City,,"34,507",,4-2-2-2,Michael Oliver,https://fbref.com/en/matches/228bc9fe/West-Ham-United-Manchester-City-October-19-2013-Premier-League,
8,2013-10-27,,Premier League,Matchweek 9,Sun,Away,D,0,0,Swansea City,,"20,455",,4-2-2-2,Phil Dowd,https://fbref.com/en/matches/1674e4dc/Swansea-City-West-Ham-United-October-27-2013-Premier-League,
9,2013-11-02,,Premier League,Matchweek 10,Sat,Home,D,0,0,Aston Villa,,"34,977",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/3cbcfdd2/West-Ham-United-Aston-Villa-November-2-2013-Premier-League,
10,2013-11-09,,Premier League,Matchweek 11,Sat,Away,L,1,3,Norwich City,,"26,824",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/a47e8688/Norwich-City-West-Ham-United-November-9-2013-Premier-League,
11,2013-11-23,,Premier League,Matchweek 12,Sat,Home,L,0,3,Chelsea,,"34,977",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/b256a4e9/West-Ham-United-Chelsea-November-23-2013-Premier-League,
12,2013-11-30,,Premier League,Matchweek 13,Sat,Home,W,3,0,Fulham,,"34,946",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/9151aaf1/West-Ham-United-Fulham-November-30-2013-Premier-League,
13,2013-12-03,,Premier League,Matchweek 14,Tue,Away,L,0,1,Crystal Palace,,"23,891",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/a4f28f8c/Crystal-Palace-West-Ham-United-December-3-2013-Premier-League,
14,2013-12-07,,Premier League,Matchweek 15,Sat,Away,L,1,4,Liverpool,,"44,781",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/3b046f27/Liverpool-West-Ham-United-December-7-2013-Premier-League,
15,2013-12-14,,Premier League,Matchweek 16,Sat,Home,D,0,0,Sunderland,,"31,843",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/a41e9d4b/West-Ham-United-Sunderland-December-14-2013-Premier-League,
16,2013-12-21,,Premier League,Matchweek 17,Sat,Away,L,1,3,Manchester Utd,,"75,350",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/b0c400a2/Manchester-United-West-Ham-United-December-21-2013-Premier-League,
17,2013-12-26,,Premier League,Matchweek 18,Thu,Home,L,1,3,Arsenal,,"34,977",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/21e542e9/West-Ham-United-Arsenal-December-26-2013-Premier-League,
18,2013-12-28,,Premier League,Matchweek 19,Sat,Home,D,3,3,West Brom,,"34,946",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/0b5215cb/West-Ham-United-West-Bromwich-Albion-December-28-2013-Premier-League,
