,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
17,2018-11-10,17:30 ,Premier League,Matchweek 12,Sat,Away,W,1,0,Crystal Palace,1.2,0.8,64,"25,685",Hugo Lloris,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/e2a8691e/Crystal-Palace-Tottenham-Hotspur-November-10-2018-Premier-League,
18,2018-11-24,17:30 ,Premier League,Matchweek 13,Sat,Home,W,3,1,Chelsea,3.1,1.0,40,"55,465",Hugo Lloris,4-1-2-1-2◆,Martin Atkinson,https://fbref.com/en/matches/2eca20e6/Tottenham-Hotspur-Chelsea-November-24-2018-Premier-League,
20,2018-12-02,14:05 ,Premier League,Matchweek 14,Sun,Away,L,2,4,Arsenal,1.2,2.7,41,"59,973",Hugo Lloris,4-1-2-1-2◆,Mike Dean,https://fbref.com/en/matches/2ddc7388/North-London-Derby-Arsenal-Tottenham-Hotspur-December-2-2018-Premier-League,
21,2018-12-05,20:00 ,Premier League,Matchweek 15,Wed,Home,W,3,1,Southampton,1.6,1.7,52,"33,012",Hugo Lloris,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/85f0d560/Tottenham-Hotspur-Southampton-December-5-2018-Premier-League,
22,2018-12-08,19:45 ,Premier League,Matchweek 16,Sat,Away,W,2,0,Leicester City,0.9,0.4,57,"31,957",Hugo Lloris,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/703d629f/Leicester-City-Tottenham-Hotspur-December-8-2018-Premier-League,
24,2018-12-15,15:00 ,Premier League,Matchweek 17,Sat,Home,W,1,0,Burnley,1.7,0.5,70,"41,645",Hugo Lloris,4-2-3-1,Graham Scott,https://fbref.com/en/matches/a539bb48/Tottenham-Hotspur-Burnley-December-15-2018-Premier-League,
26,2018-12-23,16:00 ,Premier League,Matchweek 18,Sun,Away,W,6,2,Everton,2.0,0.9,58,"39,319",Hugo Lloris,4-1-2-1-2◆,Paul Tierney,https://fbref.com/en/matches/31157c7c/Everton-Tottenham-Hotspur-December-23-2018-Premier-League,
27,2018-12-26,15:00 ,Premier League,Matchweek 19,Wed,Home,W,5,0,Bournemouth,1.7,1.1,56,"45,154",Hugo Lloris,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/5c08f848/Tottenham-Hotspur-Bournemouth-December-26-2018-Premier-League,
28,2018-12-29,15:00 ,Premier League,Matchweek 20,Sat,Home,L,1,3,Wolves,0.3,0.9,60,"46,356",Hugo Lloris,4-1-2-1-2◆,Stuart Attwell,https://fbref.com/en/matches/d72c42c6/Tottenham-Hotspur-Wolverhampton-Wanderers-December-29-2018-Premier-League,
29,2019-01-01,17:30 ,Premier League,Matchweek 21,Tue,Away,W,3,0,Cardiff City,1.1,0.9,72,"32,485",Hugo Lloris,4-1-2-1-2◆,Kevin Friend,https://fbref.com/en/matches/eac5074c/Cardiff-City-Tottenham-Hotspur-January-1-2019-Premier-League,
32,2019-01-13,16:30 ,Premier League,Matchweek 22,Sun,Home,L,0,1,Manchester Utd,1.8,0.8,61,"80,062",Hugo Lloris,4-1-2-1-2◆,Mike Dean,https://fbref.com/en/matches/89a76ba1/Tottenham-Hotspur-Manchester-United-January-13-2019-Premier-League,
33,2019-01-20,16:00 ,Premier League,Matchweek 23,Sun,Away,W,2,1,Fulham,1.7,0.9,72,"24,807",Hugo Lloris,3-4-3,Craig Pawson,https://fbref.com/en/matches/10bcde09/Fulham-Tottenham-Hotspur-January-20-2019-Premier-League,
36,2019-01-30,20:00 ,Premier League,Matchweek 24,Wed,Home,W,2,1,Watford,1.7,0.5,68,"29,164",Hugo Lloris,3-5-2,Graham Scott,https://fbref.com/en/matches/61bdd34c/Tottenham-Hotspur-Watford-January-30-2019-Premier-League,
37,2019-02-02,12:30 ,Premier League,Matchweek 25,Sat,Home,W,1,0,Newcastle Utd,2.2,0.4,71,"41,219",Hugo Lloris,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/4c76b26c/Tottenham-Hotspur-Newcastle-United-February-2-2019-Premier-League,
38,2019-02-10,13:30 ,Premier League,Matchweek 26,Sun,Home,W,3,1,Leicester City,1.1,3.3,53,"44,154",Hugo Lloris,4-1-2-1-2◆,Michael Oliver,https://fbref.com/en/matches/b53789c9/Tottenham-Hotspur-Leicester-City-February-10-2019-Premier-League,
40,2019-02-23,12:30 ,Premier League,Matchweek 27,Sat,Away,L,1,2,Burnley,0.9,1.2,68,"21,338",Hugo Lloris,3-5-2,Mike Dean,https://fbref.com/en/matches/a4f29e38/Burnley-Tottenham-Hotspur-February-23-2019-Premier-League,
41,2019-02-27,20:00 ,Premier League,Matchweek 28,Wed,Away,L,0,2,Chelsea,0.6,0.6,54,"40,542",Hugo Lloris,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/99ebf266/Chelsea-Tottenham-Hotspur-February-27-2019-Premier-League,
42,2019-03-02,12:30 ,Premier League,Matchweek 29,Sat,Home,D,1,1,Arsenal,1.6,2.6,60,"81,332",Hugo Lloris,3-4-1-2,Anthony Taylor,https://fbref.com/en/matches/72ed853c/North-London-Derby-Tottenham-Hotspur-Arsenal-March-2-2019-Premier-League,
44,2019-03-09,15:00 ,Premier League,Matchweek 30,Sat,Away,L,1,2,Southampton,1.3,2.1,63,"31,890",Hugo Lloris,4-1-2-1-2◆,Kevin Friend,https://fbref.com/en/matches/f3bf8c42/Southampton-Tottenham-Hotspur-March-9-2019-Premier-League,
45,2019-03-31,16:30 ,Premier League,Matchweek 32,Sun,Away,L,1,2,Liverpool,0.7,1.0,52,"53,322",Hugo Lloris,3-1-4-2,Martin Atkinson,https://fbref.com/en/matches/ea0b32eb/Liverpool-Tottenham-Hotspur-March-31-2019-Premier-League,
46,2019-04-03,19:45 ,Premier League,Matchweek 31,Wed,Home,W,2,0,Crystal Palace,2.1,0.3,65,"59,215",Hugo Lloris,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/a87fd710/Tottenham-Hotspur-Crystal-Palace-April-3-2019-Premier-League,
48,2019-04-13,12:30 ,Premier League,Matchweek 34,Sat,Home,W,4,0,Huddersfield,2.5,0.8,69,"58,308",Hugo Lloris,3-4-1-2,Lee Mason,https://fbref.com/en/matches/bbdf9192/Tottenham-Hotspur-Huddersfield-Town-April-13-2019-Premier-League,
50,2019-04-20,12:30 ,Premier League,Matchweek 35,Sat,Away,L,0,1,Manchester City,1.0,1.9,39,"54,489",Jan Vertonghen,5-3-2,Michael Oliver,https://fbref.com/en/matches/82b40b35/Manchester-City-Tottenham-Hotspur-April-20-2019-Premier-League,
51,2019-04-23,19:45 ,Premier League,Matchweek 33,Tue,Home,W,1,0,Brighton,1.3,0.3,77,"56,251",Hugo Lloris,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/407914e9/Tottenham-Hotspur-Brighton-and-Hove-Albion-April-23-2019-Premier-League,
52,2019-04-27,12:30 ,Premier League,Matchweek 36,Sat,Home,L,0,1,West Ham,1.6,1.1,62,"60,043",Hugo Lloris,4-1-2-1-2◆,Anthony Taylor,https://fbref.com/en/matches/787eb54d/Tottenham-Hotspur-West-Ham-United-April-27-2019-Premier-League,
54,2019-05-04,12:30 ,Premier League,Matchweek 37,Sat,Away,L,0,1,Bournemouth,0.7,1.7,47,"10,630",Hugo Lloris,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/a6d84ca8/Bournemouth-Tottenham-Hotspur-May-4-2019-Premier-League,
56,2019-05-12,15:00 ,Premier League,Matchweek 38,Sun,Home,D,2,2,Everton,0.6,2.0,55,"60,124",Hugo Lloris,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/5713b7fd/Tottenham-Hotspur-Everton-May-12-2019-Premier-League,
