,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-11,12:30 ,Premier League,Matchweek 1,Sat,Away,W,2,1,Newcastle Utd,2.0,1.0,58,"51,749",Hugo Lloris,4-3-2-1,Martin Atkinson,https://fbref.com/en/matches/dce15e01/Newcastle-United-Tottenham-Hotspur-August-11-2018-Premier-League,
1,2018-08-18,15:00 ,Premier League,Matchweek 2,Sat,Home,W,3,1,Fulham,2.9,1.6,60,"58,297",Hugo Lloris,3-1-4-2,Anthony Taylor,https://fbref.com/en/matches/aa8f0365/Tottenham-Hotspur-Fulham-August-18-2018-Premier-League,
2,2018-08-27,20:00 ,Premier League,Matchweek 3,Mon,Away,W,3,0,Manchester Utd,1.2,1.5,43,"74,400",Hugo Lloris,4-1-2-1-2◆,Craig Pawson,https://fbref.com/en/matches/4bda33db/Manchester-United-Tottenham-Hotspur-August-27-2018-Premier-League,
3,2018-09-02,16:00 ,Premier League,Matchweek 4,Sun,Away,L,1,2,Watford,0.6,0.4,66,"20,141",Harry Kane,3-1-4-2,Andre Marriner,https://fbref.com/en/matches/882380f8/Watford-Tottenham-Hotspur-September-2-2018-Premier-League,
4,2018-09-15,12:30 ,Premier League,Matchweek 5,Sat,Home,L,1,2,Liverpool,1.0,2.6,60,"80,188",Harry Kane,4-1-2-1-2◆,Michael Oliver,https://fbref.com/en/matches/83ca29de/Tottenham-Hotspur-Liverpool-September-15-2018-Premier-League,
6,2018-09-22,17:30 ,Premier League,Matchweek 6,Sat,Away,W,2,1,Brighton,1.9,0.8,70,"30,531",Harry Kane,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/6fe3c413/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-22-2018-Premier-League,
8,2018-09-29,15:00 ,Premier League,Matchweek 7,Sat,Away,W,2,0,Huddersfield,2.1,0.4,47,"23,885",Harry Kane,3-4-3,Craig Pawson,https://fbref.com/en/matches/de08a7f1/Huddersfield-Town-Tottenham-Hotspur-September-29-2018-Premier-League,
10,2018-10-06,15:00 ,Premier League,Matchweek 8,Sat,Home,W,1,0,Cardiff City,2.0,1.2,75,"43,268",Hugo Lloris,4-4-2,Mike Dean,https://fbref.com/en/matches/8c7db89e/Tottenham-Hotspur-Cardiff-City-October-6-2018-Premier-League,
11,2018-10-20,15:00 ,Premier League,Matchweek 9,Sat,Away,W,1,0,West Ham,0.9,0.8,56,"56,921",Hugo Lloris,4-3-2-1,Martin Atkinson,https://fbref.com/en/matches/5dbd9cd7/West-Ham-United-Tottenham-Hotspur-October-20-2018-Premier-League,
13,2018-10-29,20:00 ,Premier League,Matchweek 10,Mon,Home,L,0,1,Manchester City,0.4,1.6,49,"56,854",Hugo Lloris,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/3d0bcdcb/Tottenham-Hotspur-Manchester-City-October-29-2018-Premier-League,
15,2018-11-03,19:45 ,Premier League,Matchweek 11,Sat,Away,W,3,2,Wolves,1.4,2.7,51,"31,185",Hugo Lloris,4-3-2-1,Mike Dean,https://fbref.com/en/matches/b8b6baee/Wolverhampton-Wanderers-Tottenham-Hotspur-November-3-2018-Premier-League,
