,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2014-08-18,20:00 ,Premier League,Matchweek 1,Mon,Away,W,3,1,Burnley,61,"20,699",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/0baca33d/Burnley-Chelsea-August-18-2014-Premier-League,
1,2014-08-23,15:00 ,Premier League,Matchweek 2,Sat,Home,W,2,0,Leicester City,63,"41,604",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/a1523139/Chelsea-Leicester-City-August-23-2014-Premier-League,
2,2014-08-30,17:30 ,Premier League,Matchweek 3,Sat,Away,W,6,3,Everton,39,"39,402",,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/33289021/Everton-Chelsea-August-30-2014-Premier-League,
3,2014-09-13,15:00 ,Premier League,Matchweek 4,Sat,Home,W,4,2,Swansea City,55,"41,400",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/ee63ede2/Chelsea-Swansea-City-September-13-2014-Premier-League,
5,2014-09-21,16:00 ,Premier League,Matchweek 5,Sun,Away,D,1,1,Manchester City,42,"45,602",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/6fdc72d5/Manchester-City-Chelsea-September-21-2014-Premier-League,
7,2014-09-27,15:00 ,Premier League,Matchweek 6,Sat,Home,W,3,0,Aston Villa,63,"41,616",,4-2-3-1,Philip Dowd,https://fbref.com/en/matches/d8fe5cf9/Chelsea-Aston-Villa-September-27-2014-Premier-League,
9,2014-10-05,14:05 ,Premier League,Matchweek 7,Sun,Home,W,2,0,Arsenal,47,"41,607",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/aaaa261a/North-West-London-Derby-Chelsea-Arsenal-October-5-2014-Premier-League,
10,2014-10-18,15:00 ,Premier League,Matchweek 8,Sat,Away,W,2,1,Crystal Palace,72,"24,451",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/04cf31b7/Crystal-Palace-Chelsea-October-18-2014-Premier-League,
12,2014-10-26,16:00 ,Premier League,Matchweek 9,Sun,Away,D,1,1,Manchester Utd,48,"75,327",,4-2-3-1,Philip Dowd,https://fbref.com/en/matches/942d28d5/Manchester-United-Chelsea-October-26-2014-Premier-League,
14,2014-11-01,15:00 ,Premier League,Matchweek 10,Sat,Home,W,2,1,QPR,65,"41,486",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/f04cb46a/Chelsea-Queens-Park-Rangers-November-1-2014-Premier-League,
16,2014-11-08,12:45 ,Premier League,Matchweek 11,Sat,Away,W,2,1,Liverpool,42,"44,698",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/242a0ecd/Liverpool-Chelsea-November-8-2014-Premier-League,
17,2014-11-22,15:00 ,Premier League,Matchweek 12,Sat,Home,W,2,0,West Brom,74,"41,600",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/20a15bb9/Chelsea-West-Bromwich-Albion-November-22-2014-Premier-League,
19,2014-11-29,17:30 ,Premier League,Matchweek 13,Sat,Away,D,0,0,Sunderland,66,"45,232",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/9194c511/Sunderland-Chelsea-November-29-2014-Premier-League,
20,2014-12-03,19:45 ,Premier League,Matchweek 14,Wed,Home,W,3,0,Tottenham,39,"41,518",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/c779187b/Chelsea-Tottenham-Hotspur-December-3-2014-Premier-League,
21,2014-12-06,12:45 ,Premier League,Matchweek 15,Sat,Away,L,1,2,Newcastle Utd,67,"52,019",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/d03281d6/Newcastle-United-Chelsea-December-6-2014-Premier-League,
23,2014-12-13,15:00 ,Premier League,Matchweek 16,Sat,Home,W,2,0,Hull City,60,"41,626",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/b1d7c145/Chelsea-Hull-City-December-13-2014-Premier-League,
25,2014-12-22,20:00 ,Premier League,Matchweek 17,Mon,Away,W,2,0,Stoke City,49,"27,550",,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/6d533062/Stoke-City-Chelsea-December-22-2014-Premier-League,
26,2014-12-26,12:45 ,Premier League,Matchweek 18,Fri,Home,W,2,0,West Ham,65,"41,589",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/5160cce2/Chelsea-West-Ham-United-December-26-2014-Premier-League,
27,2014-12-28,14:05 ,Premier League,Matchweek 19,Sun,Away,D,1,1,Southampton,61,"31,641",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/83226abf/Southampton-Chelsea-December-28-2014-Premier-League,
28,2015-01-01,17:30 ,Premier League,Matchweek 20,Thu,Away,L,3,5,Tottenham,54,"35,903",,4-2-3-1,Philip Dowd,https://fbref.com/en/matches/e9d97331/Tottenham-Hotspur-Chelsea-January-1-2015-Premier-League,
30,2015-01-10,15:00 ,Premier League,Matchweek 21,Sat,Home,W,2,0,Newcastle Utd,63,"41,612",,4-2-3-1,Roger East,https://fbref.com/en/matches/b50db49a/Chelsea-Newcastle-United-January-10-2015-Premier-League,
31,2015-01-17,15:00 ,Premier League,Matchweek 22,Sat,Away,W,5,0,Swansea City,55,"20,785",,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/aa2994a6/Swansea-City-Chelsea-January-17-2015-Premier-League,
35,2015-01-31,17:30 ,Premier League,Matchweek 23,Sat,Home,D,1,1,Manchester City,43,"41,620",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/828528ed/Chelsea-Manchester-City-January-31-2015-Premier-League,
36,2015-02-07,15:00 ,Premier League,Matchweek 24,Sat,Away,W,2,1,Aston Villa,49,"35,969",,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/48eaeb3e/Aston-Villa-Chelsea-February-7-2015-Premier-League,
37,2015-02-11,19:45 ,Premier League,Matchweek 25,Wed,Home,W,1,0,Everton,56,"41,592",,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/30b4c5f8/Chelsea-Everton-February-11-2015-Premier-League,
39,2015-02-21,15:00 ,Premier League,Matchweek 26,Sat,Home,D,1,1,Burnley,61,"41,629",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/b7498190/Chelsea-Burnley-February-21-2015-Premier-League,
41,2015-03-04,19:45 ,Premier League,Matchweek 28,Wed,Away,W,1,0,West Ham,55,"34,927",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/eee5039c/West-Ham-United-Chelsea-March-4-2015-Premier-League,
43,2015-03-15,13:30 ,Premier League,Matchweek 29,Sun,Home,D,1,1,Southampton,61,"41,624",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/24037e88/Chelsea-Southampton-March-15-2015-Premier-League,
44,2015-03-22,16:00 ,Premier League,Matchweek 30,Sun,Away,W,3,2,Hull City,57,"24,598",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/fba5aced/Hull-City-Chelsea-March-22-2015-Premier-League,
45,2015-04-04,17:30 ,Premier League,Matchweek 31,Sat,Home,W,2,1,Stoke City,61,"41,098",,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/073d9041/Chelsea-Stoke-City-April-4-2015-Premier-League,
46,2015-04-12,13:30 ,Premier League,Matchweek 32,Sun,Away,W,1,0,QPR,60,"17,939",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/7d4090b7/Queens-Park-Rangers-Chelsea-April-12-2015-Premier-League,
47,2015-04-18,17:30 ,Premier League,Matchweek 33,Sat,Home,W,1,0,Manchester Utd,30,"41,422",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/a8e39fbf/Chelsea-Manchester-United-April-18-2015-Premier-League,
48,2015-04-26,16:00 ,Premier League,Matchweek 34,Sun,Away,D,0,0,Arsenal,43,"60,066",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/9ef489b3/North-West-London-Derby-Arsenal-Chelsea-April-26-2015-Premier-League,
49,2015-04-29,19:45 ,Premier League,Matchweek 27,Wed,Away,W,3,1,Leicester City,63,"32,021",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/0bb9a89d/Leicester-City-Chelsea-April-29-2015-Premier-League,
50,2015-05-03,13:30 ,Premier League,Matchweek 35,Sun,Home,W,1,0,Crystal Palace,62,"41,566",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/64209cef/Chelsea-Crystal-Palace-May-3-2015-Premier-League,
51,2015-05-10,16:00 ,Premier League,Matchweek 36,Sun,Home,D,1,1,Liverpool,48,"41,547",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/52b4e4be/Chelsea-Liverpool-May-10-2015-Premier-League,
52,2015-05-18,20:00 ,Premier League,Matchweek 37,Mon,Away,L,0,3,West Brom,60,"24,750",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/ccaf7378/West-Bromwich-Albion-Chelsea-May-18-2015-Premier-League,
53,2015-05-24,15:00 ,Premier League,Matchweek 38,Sun,Home,W,3,1,Sunderland,65,"41,620",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/7b69747f/Chelsea-Sunderland-May-24-2015-Premier-League,
