,num,joueur
0,1,Alphonse Areola
1,2,Kenny Tete
2,5,Joachim Andersen
3,14,Bobby Reid
4,16,Tosin Adarabioyo
5,17,Ivan Cavaleiro
6,18,Mario Lemina
7,19,Ademola Lookman
8,21,Harrison Reed
9,27,Josh Maja
10,34,Ola Aina
