,num,joueur
0,,Ádám Bogdán
1,,Nigel Reo-Coker
2,,David N'Gog
3,,Grétar Steinsson
4,,Chris Eagles
5,,Zat Knight
6,,Sam Ricketts
7,,Mark Davies
8,,Kevin Davies
9,,David Wheater
10,,Martin Petrov
