,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,João Pedro,10.0,br BRA,FW,20-188,77,0,0,0,0,1,0,0,0,0,0,0,0,2,2,8,20.0
1,Joshua King,7.0,no NOR,LM,30-077,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2,Cucho,29.0,co COL,LM,22-347,77,1,0,0,2,1,0,2,1,0,0,0,0,6,2,4,33.3
3,Emmanuel Dennis,25.0,ng NGA,FW,24-138,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
4,Juraj Kucka,33.0,sk SVK,CM,35-035,90,0,0,0,3,4,0,0,2,0,0,1,0,7,3,2,60.0
5,Moussa Sissoko,19.0,fr FRA,CM,32-229,90,0,0,0,1,0,0,2,1,1,0,0,0,3,1,1,50.0
6,Ismaila Sarr,23.0,sn SEN,RM,24-036,90,0,0,0,1,0,2,0,0,1,0,0,0,3,0,2,0.0
7,Imran Louza,6.0,ma MAR,DM,22-336,77,0,0,0,0,1,0,3,4,3,0,0,0,7,1,1,50.0
8,Tom Cleverley,8.0,eng ENG,DM,32-233,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,Hassane Kamara,14.0,ci CIV,LB,28-028,90,0,0,0,1,1,0,0,4,3,0,0,0,10,0,0,
10,Samir Santos,22.0,br BRA,CB,27-118,90,0,0,0,0,1,0,0,2,0,0,0,0,6,1,0,100.0
11,Christian Kabasele,27.0,be BEL,CB,31-037,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
12,Kiko Femenía,21.0,es ESP,RB,31-059,90,0,0,0,0,0,0,2,0,0,0,0,0,8,1,1,50.0
13,Ben Foster,1.0,eng ENG,GK,38-364,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,1,0,0,8,9,3,9,14,8,0,1,0,54,12,21,36.4
