,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2014-08-16,15:00 ,Premier League,Matchweek 1,Sat,Home,L,0,1,Hull City,51,"17,603",,3-5-2,Craig Pawson,https://fbref.com/en/matches/49405949/Queens-Park-Rangers-Hull-City-August-16-2014-Premier-League,
1,2014-08-24,13:30 ,Premier League,Matchweek 2,Sun,Away,L,0,4,Tottenham,35,"36,109",,3-5-2,Anthony Taylor,https://fbref.com/en/matches/257e0930/Tottenham-Hotspur-Queens-Park-Rangers-August-24-2014-Premier-League,
3,2014-08-30,15:00 ,Premier League,Matchweek 3,Sat,Home,W,1,0,Sunderland,40,"17,930",,4-4-1-1,Robert Madley,https://fbref.com/en/matches/7b83d8d5/Queens-Park-Rangers-Sunderland-August-30-2014-Premier-League,
4,2014-09-14,16:00 ,Premier League,Matchweek 4,Sun,Away,L,0,4,Manchester Utd,32,"75,355",,4-4-1-1,Philip Dowd,https://fbref.com/en/matches/4198cbd2/Manchester-United-Queens-Park-Rangers-September-14-2014-Premier-League,
5,2014-09-20,12:45 ,Premier League,Matchweek 5,Sat,Home,D,2,2,Stoke City,53,"16,163",,4-1-2-1-2◆,Martin Atkinson,https://fbref.com/en/matches/e8592bc3/Queens-Park-Rangers-Stoke-City-September-20-2014-Premier-League,
6,2014-09-27,15:00 ,Premier League,Matchweek 6,Sat,Away,L,1,2,Southampton,45,"30,504",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/f01ebcf6/Southampton-Queens-Park-Rangers-September-27-2014-Premier-League,
7,2014-10-05,16:15 ,Premier League,Matchweek 7,Sun,Away,L,0,2,West Ham,52,"34,907",,4-5-1,Anthony Taylor,https://fbref.com/en/matches/93e7da71/West-Ham-United-Queens-Park-Rangers-October-5-2014-Premier-League,
8,2014-10-19,13:30 ,Premier League,Matchweek 8,Sun,Home,L,2,3,Liverpool,44,"18,069",,4-4-2,Philip Dowd,https://fbref.com/en/matches/f0aac142/Queens-Park-Rangers-Liverpool-October-19-2014-Premier-League,
9,2014-10-27,20:00 ,Premier League,Matchweek 9,Mon,Home,W,2,0,Aston Villa,35,"18,022",,4-4-2,Lee Mason,https://fbref.com/en/matches/3b1c125b/Queens-Park-Rangers-Aston-Villa-October-27-2014-Premier-League,
10,2014-11-01,15:00 ,Premier League,Matchweek 10,Sat,Away,L,1,2,Chelsea,36,"41,486",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/f04cb46a/Chelsea-Queens-Park-Rangers-November-1-2014-Premier-League,
11,2014-11-08,17:30 ,Premier League,Matchweek 11,Sat,Home,D,2,2,Manchester City,41,"18,005",,4-4-2,Mike Dean,https://fbref.com/en/matches/d99a244c/Queens-Park-Rangers-Manchester-City-November-8-2014-Premier-League,
12,2014-11-22,15:00 ,Premier League,Matchweek 12,Sat,Away,L,0,1,Newcastle Utd,46,"51,915",,4-4-2,Chris Foy,https://fbref.com/en/matches/9cfe8a36/Newcastle-United-Queens-Park-Rangers-November-22-2014-Premier-League,
13,2014-11-29,15:00 ,Premier League,Matchweek 13,Sat,Home,W,3,2,Leicester City,59,"18,054",,4-4-2,Roger East,https://fbref.com/en/matches/e1c2d2d6/Queens-Park-Rangers-Leicester-City-November-29-2014-Premier-League,
14,2014-12-02,19:45 ,Premier League,Matchweek 14,Tue,Away,L,0,2,Swansea City,41,"20,145",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/396a909a/Swansea-City-Queens-Park-Rangers-December-2-2014-Premier-League,
15,2014-12-06,15:00 ,Premier League,Matchweek 15,Sat,Home,W,2,0,Burnley,51,"17,785",,4-4-2,Jonathan Moss,https://fbref.com/en/matches/08e323c5/Queens-Park-Rangers-Burnley-December-6-2014-Premier-League,
16,2014-12-15,20:00 ,Premier League,Matchweek 16,Mon,Away,L,1,3,Everton,47,"34,035",,4-5-1,Niel Swarbrick,https://fbref.com/en/matches/30980fb5/Everton-Queens-Park-Rangers-December-15-2014-Premier-League,
17,2014-12-20,15:00 ,Premier League,Matchweek 17,Sat,Home,W,3,2,West Brom,43,"17,560",,4-4-2,Craig Pawson,https://fbref.com/en/matches/f7aed3a6/Queens-Park-Rangers-West-Bromwich-Albion-December-20-2014-Premier-League,
18,2014-12-26,17:30 ,Premier League,Matchweek 18,Fri,Away,L,1,2,Arsenal,44,"59,947",,3-5-2,Martin Atkinson,https://fbref.com/en/matches/3e7f4b0c/Arsenal-Queens-Park-Rangers-December-26-2014-Premier-League,
19,2014-12-28,15:00 ,Premier League,Matchweek 19,Sun,Home,D,0,0,Crystal Palace,54,"18,011",,4-4-2,Mike Jones,https://fbref.com/en/matches/1398327e/Queens-Park-Rangers-Crystal-Palace-December-28-2014-Premier-League,
