,num,joueur
0,,Asmir Begović
1,,Ryan Shotton
2,,Matthew Etherington
3,,Glenn Whelan
4,,Marc Wilson
5,,Dean Whitehead
6,,Andy Wilkinson
7,,Peter Crouch
8,,Ryan Shawcross
9,,Matt Upson
10,,Jonathan Walters
