,num,joueur
0,,Mark Schwarzer
1,,Mousa Dembélé
2,,Steve Sidwell
3,,Zdeněk Grygera
4,,John Arne Riise
5,,Brede Hangeland
6,,Chris Baird
7,,Clint Dempsey
8,,Damien Duff
9,,Danny Murphy
10,,Bobby Zamora
