,num,joueur
0,,Allan McGregor
1,,Jake Livermore
2,,James Chester
3,,Shane Long
4,,David Meyler
5,,Ahmed Elmohamady
6,,Curtis Davies
7,,Sone Aluko
8,,Tom Huddlestone
9,,Nikica Jelavić
10,,Liam Rosenior
