,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Adam Armstrong,9.0,eng ENG,"LM,FW",24-321,82,1,0,0,1,0,1,0,0,0,0,0,0,5,2,0,100.0
1,Nathan Redmond,11.0,eng ENG,LM,27-297,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2,Shane Long,7.0,ie IRL,FW,34-340,70,0,0,0,3,0,1,0,0,1,0,0,0,2,8,2,80.0
3,Armando Broja,18.0,al ALB,FW,20-109,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14.3
4,James Ward-Prowse,8.0,eng ENG,CM,27-057,90,0,0,0,0,0,0,4,1,0,0,0,0,5,2,0,100.0
5,Ibrahima Diallo,27.0,fr FRA,CM,22-295,90,0,0,0,2,1,0,0,0,2,0,0,0,7,0,0,
6,Stuart Armstrong,17.0,sct SCO,"RM,CM",29-273,90,0,0,0,1,1,0,2,0,0,0,0,0,3,0,1,0.0
7,Romain Perraud,15.0,fr FRA,LB,24-097,90,0,0,0,0,0,0,4,1,0,0,0,0,8,0,2,0.0
8,Mohammed Salisu,22.0,gh GHA,CB,22-255,38,2,1,1,4,0,0,0,2,1,0,1,0,8,0,1,0.0
9,Jan Bednarek,35.0,pl POL,CB,25-260,90,0,0,0,2,0,0,0,5,0,0,0,0,5,4,2,66.7
10,Yan Valery,43.0,tn TUN,CB,22-309,90,0,0,0,0,0,0,0,1,0,0,0,0,6,2,3,40.0
11,Kyle Walker-Peters,2.0,eng ENG,RB,24-259,90,1,0,0,2,0,1,1,0,0,0,0,0,3,2,3,40.0
12,Fraser Forster,44.0,eng ENG,GK,33-286,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
13,13 Players,,,,,938,4,1,1,15,3,3,11,10,4,0,1,0,54,21,20,51.2
