,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2010-08-15,,Premier League,Matchweek 1,Sun,Away,D,1,1,Liverpool,,"44,722",,4-5-1,Martin Atkinson,https://fbref.com/en/matches/4d2dd8b3/Liverpool-Arsenal-August-15-2010-Premier-League,
1,2010-08-21,,Premier League,Matchweek 2,Sat,Home,W,6,0,Blackpool,,"60,032",,4-3-3,Mike Jones,https://fbref.com/en/matches/9e517d4d/Arsenal-Blackpool-August-21-2010-Premier-League,
2,2010-08-28,,Premier League,Matchweek 3,Sat,Away,W,2,1,Blackburn,,"25,059",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/2b39e7c0/Blackburn-Rovers-Arsenal-August-28-2010-Premier-League,
3,2010-09-11,,Premier League,Matchweek 4,Sat,Home,W,4,1,Bolton,,"59,876",,4-5-1,Stuart Attwell,https://fbref.com/en/matches/8e9a6c63/Arsenal-Bolton-Wanderers-September-11-2010-Premier-League,
5,2010-09-18,,Premier League,Matchweek 5,Sat,Away,D,1,1,Sunderland,,"38,950",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/66b3fe8e/Sunderland-Arsenal-September-18-2010-Premier-League,
6,2010-09-25,,Premier League,Matchweek 6,Sat,Home,L,2,3,West Brom,,"60,025",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/2b9dadaa/Arsenal-West-Bromwich-Albion-September-25-2010-Premier-League,
8,2010-10-03,,Premier League,Matchweek 7,Sun,Away,L,0,2,Chelsea,,"41,828",,4-5-1,Mike Dean,https://fbref.com/en/matches/a10d839a/North-West-London-Derby-Chelsea-Arsenal-October-3-2010-Premier-League,
9,2010-10-16,,Premier League,Matchweek 8,Sat,Home,W,2,1,Birmingham City,,"60,070",,4-5-1,Martin Atkinson,https://fbref.com/en/matches/44dd7154/Arsenal-Birmingham-City-October-16-2010-Premier-League,
11,2010-10-24,,Premier League,Matchweek 9,Sun,Away,W,3,0,Manchester City,,"47,393",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/06943b36/Manchester-City-Arsenal-October-24-2010-Premier-League,
12,2010-10-30,,Premier League,Matchweek 10,Sat,Home,W,1,0,West Ham,,"60,086",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/2dc0c516/Arsenal-West-Ham-United-October-30-2010-Premier-League,
