,num,joueur
0,,Mark Schwarzer
1,,Carlos Salcido
2,,Clint Dempsey
3,,Chris Baird
4,,Brede Hangeland
5,,Danny Murphy
6,,Aaron Hughes
7,,Steve Sidwell
8,,Mousa Dembélé
9,,Andrew Johnson
10,,Damien Duff
