,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Gabriel Jesus,9.0,br BRA,FW,24-242,86,1,1,0,0,1,0,1,0.0,1,0,0,0,1,2,0,0
1,Jack Grealish,10.0,eng ENG,FW,26-082,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Raheem Sterling,7.0,eng ENG,LW,26-358,90,2,1,0,2,0,2,2,100.0,0,0,0,0,3,5,0,0
3,Riyad Mahrez,26.0,dz ALG,RW,30-283,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
4,Bernardo Silva,20.0,pt POR,AM,27-113,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
5,Rodri,16.0,es ESP,DM,25-162,90,4,3,2,1,1,2,2,100.0,0,2,0,2,2,6,1,0
6,Fernandinho,25.0,br BRA,DM,36-211,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
7,Oleksandr Zinchenko,11.0,ua UKR,LB,24-351,90,3,3,1,2,0,1,2,50.0,1,1,1,0,0,3,1,0
8,Nathan Aké,6.0,nl NED,CB,26-286,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
9,Rúben Dias,3.0,pt POR,CB,24-201,90,1,1,0,1,0,0,1,0.0,1,1,1,0,2,3,4,0
10,João Cancelo,27.0,pt POR,RB,27-188,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
11,Ederson,31.0,br BRA,GK,28-106,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
12,12 Players,,,,,990,11,9,3,6,2,5,10,50.0,5,7,3,4,9,20,14,0
