,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-15,14:00 ,Premier League,Matchweek 1,Sun,Home,L,2,4,West Ham,1.8,2.7,46,"50,673",Federico Fernández,5-3-2,Martin Atkinson,https://fbref.com/en/matches/41091264/Newcastle-United-West-Ham-United-August-15-2021-Premier-League,
1,2021-08-21,15:00 ,Premier League,Matchweek 2,Sat,Away,L,0,2,Aston Villa,0.7,1.2,53,"41,964",Jamaal Lascelles,5-3-2,David Coote,https://fbref.com/en/matches/662d4074/Aston-Villa-Newcastle-United-August-21-2021-Premier-League,
3,2021-08-28,15:00 ,Premier League,Matchweek 3,Sat,Home,D,2,2,Southampton,1.0,3.6,37,"44,017",Jamaal Lascelles,3-5-2,Paul Tierney,https://fbref.com/en/matches/d81af076/Newcastle-United-Southampton-August-28-2021-Premier-League,
4,2021-09-11,15:00 ,Premier League,Matchweek 4,Sat,Away,L,1,4,Manchester Utd,0.4,2.5,37,"72,732",Jamaal Lascelles,5-4-1,Anthony Taylor,https://fbref.com/en/matches/7794fd6c/Manchester-United-Newcastle-United-September-11-2021-Premier-League,
5,2021-09-17,20:00 ,Premier League,Matchweek 5,Fri,Home,D,1,1,Leeds United,1.3,1.5,35,"50,407",Jamaal Lascelles,5-4-1,Mike Dean,https://fbref.com/en/matches/aad7d38a/Newcastle-United-Leeds-United-September-17-2021-Premier-League,
6,2021-09-25,15:00 ,Premier League,Matchweek 6,Sat,Away,D,1,1,Watford,1.9,0.9,47,"20,650",Federico Fernández,4-1-4-1,Jarred Gillett,https://fbref.com/en/matches/70fda3e9/Watford-Newcastle-United-September-25-2021-Premier-League,
7,2021-10-02,15:00 ,Premier League,Matchweek 7,Sat,Away,L,1,2,Wolves,0.6,1.0,48,"30,483",Federico Fernández,4-1-4-1,Graham Scott,https://fbref.com/en/matches/00dcbdaa/Wolverhampton-Wanderers-Newcastle-United-October-2-2021-Premier-League,
8,2021-10-17,16:30 ,Premier League,Matchweek 8,Sun,Home,L,2,3,Tottenham,0.4,1.7,36,"52,214",Jamaal Lascelles,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/4bd69343/Newcastle-United-Tottenham-Hotspur-October-17-2021-Premier-League,
9,2021-10-23,15:00 ,Premier League,Matchweek 9,Sat,Away,D,1,1,Crystal Palace,0.3,1.9,26,"24,609",Jamaal Lascelles,5-3-2,Darren England,https://fbref.com/en/matches/4d1b6f6f/Crystal-Palace-Newcastle-United-October-23-2021-Premier-League,
10,2021-10-30,15:00 ,Premier League,Matchweek 10,Sat,Home,L,0,3,Chelsea,0.2,2.2,21,"52,208",Jamaal Lascelles,5-3-2,Paul Tierney,https://fbref.com/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League,
