,num,joueur
0,,Ben Foster
1,,Jonas Olsson
2,,Jerome Thomas
3,,Nicky Shorey
4,,Shane Long
5,,Youssouf Mulumbu
6,,Billy Jones
7,,Gareth McAuley
8,,Peter Odemwingie
9,,Paul Scharner
10,,Chris Brunt
