,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Cristiano Ronaldo,7.0,pt POR,FW,36-261,90,1,0,0,1,0,2,2,0,0,0,0,0,5,1,2,33.3
1,Marcus Rashford,10.0,eng ENG,"LW,FW",23-358,61,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,50.0
2,Diogo Dalot,20.0,pt POR,"LB,FW",22-220,29,0,0,0,0,0,0,6,1,0,0,0,0,2,0,0,
3,Mason Greenwood,11.0,eng ENG,RW,20-023,45,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,
4,Paul Pogba,6.0,fr FRA,RM,28-223,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,
5,Bruno Fernandes,18.0,pt POR,"AM,CM",27-046,61,1,0,0,1,1,0,3,0,1,0,0,0,4,0,0,
6,Edinson Cavani,21.0,uy URU,"FW,CM",34-252,29,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,
7,Fred,17.0,br BRA,"DM,CM,LM",28-233,90,1,0,0,2,2,0,0,1,0,0,0,0,11,0,0,
8,Scott McTominay,39.0,sct SCO,"DM,CM",24-320,90,0,0,0,0,2,1,0,2,0,0,0,0,5,2,2,50.0
9,Luke Shaw,23.0,eng ENG,"LB,CB",26-104,90,1,0,0,1,0,0,6,0,1,0,0,0,5,3,1,75.0
10,Harry Maguire,5.0,eng ENG,CB,28-233,90,1,0,0,1,0,0,0,0,0,0,0,0,6,5,1,83.3
11,Victor Lindelöf,2.0,se SWE,CB,27-099,90,0,0,0,1,0,0,0,1,0,0,0,0,7,1,0,100.0
12,Aaron Wan-Bissaka,29.0,eng ENG,RB,23-332,90,1,0,0,1,3,0,2,2,1,0,0,0,4,0,2,0.0
13,David de Gea,1.0,es ESP,GK,30-351,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,14 Players,,,,,959,6,1,0,10,8,7,21,11,3,0,0,0,53,13,9,59.1
