,num,joueur
0,,Nigel Reo-Coker
1,,Carlos Cuéllar
2,,Stiliyan Petrov
3,,Eric Lichaj
4,,Barry Bannan
5,,Stewart Downing
6,,Marc Albrighton
7,,James Collins
8,,Gabriel Agbonlahor
9,,
10,,Brad Guzan
