,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nicklas Bendtner,,dk DEN,FW,23-038,79,0,1,0,,,,0,0,,,,,,,0,,
1,Marouane Chamakh,,ma MAR,FW,27-044,11,0,0,0,,,,0,0,,,,,,,0,,
2,Samir Nasri,,fr FRA,"FW,MF",23-242,90,0,0,0,,,,0,0,,,,,,,0,,
3,Theo Walcott,,eng ENG,"FW,MF",21-344,70,0,0,0,,,,0,0,,,,,,,0,,
4,Denílson,,br BRA,MF,23-007,20,0,0,0,,,,0,0,,,,,,,0,,
5,Cesc Fàbregas,,es ESP,"FW,MF",23-295,13,0,0,0,,,,0,0,,,,,,,0,,
6,Andrey Arshavin,,ru RUS,"FW,MF",29-270,77,0,0,0,,,,0,0,,,,,,,0,,
7,Jack Wilshere,,eng ENG,MF,19-053,90,0,0,0,,,,0,0,,,,,,,0,,
8,Alexandre Song,,cm CMR,"DF,MF",23-167,90,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-212,90,0,0,0,,,,1,0,,,,,,,0,,
10,Johan Djourou,,ch SUI,DF,24-036,90,0,0,0,,,,0,0,,,,,,,0,,
11,Sébastien Squillaci,,fr FRA,DF,30-196,90,1,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,28-009,90,0,0,0,,,,0,0,,,,,,,0,,
13,Wojciech Szczęsny,,pl POL,GK,20-311,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,1,0,,,,,,,0,,
