,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Elias Kachunga,9.0,cd COD,"FW,RW",26-293,82,2,1,0,2,0,1,1,100.0,0,1,0,1,1,3,0,0
1,Karlan Grant,16.0,eng ENG,LW,21-144,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Adama Diakhaby,11.0,fr FRA,"FW,LW,RW",22-219,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
3,Jason Puncheon,42.0,eng ENG,AM,32-236,65,3,1,0,2,1,0,2,0.0,2,1,0,1,0,3,0,0
4,Laurent Depoitre,20.0,be BEL,FW,30-064,25,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
5,Aaron Mooy,10.0,au AUS,"LM,RM",28-147,90,3,2,1,1,1,2,5,40.0,3,3,0,3,0,3,1,0
6,Juninho Bacuna,7.0,cw CUW,"RM,LM",21-186,90,3,2,0,2,1,2,2,100.0,0,2,0,2,3,6,0,0
7,Jonathan Hogg,6.0,eng ENG,"DM,CM",30-065,90,5,4,0,4,1,2,4,50.0,2,2,0,2,6,11,1,0
8,Terence Kongolo,5.0,nl NED,LB,24-360,55,4,3,1,3,0,0,1,0.0,1,2,0,2,4,8,0,0
9,Erik Durm,37.0,de GER,LB,26-273,35,1,0,0,1,0,0,0,,0,1,0,1,1,2,1,0
10,Christopher Schindler,26.0,de GER,CB,28-286,90,2,1,2,0,0,1,1,100.0,0,3,1,2,2,4,4,0
11,Mathias Jørgensen,25.0,dk DEN,CB,28-292,90,0,0,0,0,0,0,0,,0,0,0,0,3,3,1,0
12,Tommy Smith,2.0,eng ENG,RB,26-301,90,3,1,1,2,0,1,1,100.0,0,1,0,1,1,4,0,0
13,Ben Hamer,12.0,eng ENG,GK,31-081,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,26,15,5,17,4,9,19,47.4,10,18,1,17,21,47,9,0
