,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Elias Kachunga,9.0,cd COD,"FW,RW",26-293,82,39,0,1,24,16,0,39,4,3,75.0,1,25.0,24,165,55,1,2,0,2,1,28,9
1,Karlan Grant,16.0,eng ENG,LW,21-144,8,6,0,0,0,6,2,6,0,0,,0,,3,5,2,0,0,0,0,0,3,0
2,Adama Diakhaby,11.0,fr FRA,"FW,LW,RW",22-219,90,47,0,2,16,31,5,47,4,2,50.0,2,50.0,37,282,151,6,2,1,2,1,44,22
3,Jason Puncheon,42.0,eng ENG,AM,32-236,65,38,0,1,14,23,1,38,0,0,,0,,21,114,31,2,5,0,1,2,26,6
4,Laurent Depoitre,20.0,be BEL,FW,30-064,25,10,0,0,4,6,3,10,0,0,,0,,4,21,8,1,0,1,2,0,9,4
5,Aaron Mooy,10.0,au AUS,"LM,RM",28-147,90,81,1,8,45,30,1,81,1,0,0.0,1,100.0,51,265,128,4,1,0,1,6,57,7
6,Juninho Bacuna,7.0,cw CUW,"RM,LM",21-186,90,81,0,3,52,26,0,81,2,1,50.0,1,50.0,41,205,117,4,2,0,3,1,53,2
7,Jonathan Hogg,6.0,eng ENG,"DM,CM",30-065,90,94,4,13,71,10,0,94,0,0,,0,,41,185,90,1,0,0,1,0,55,1
8,Terence Kongolo,5.0,nl NED,LB,24-360,55,56,3,9,33,14,2,56,1,0,0.0,1,100.0,22,63,27,1,1,0,0,0,27,5
9,Erik Durm,37.0,de GER,LB,26-273,35,34,1,4,15,16,0,34,0,0,,0,,10,75,45,0,0,0,1,0,16,3
10,Christopher Schindler,26.0,de GER,CB,28-286,90,46,7,21,24,1,0,46,1,1,100.0,0,0.0,20,88,53,1,1,1,0,0,16,1
11,Mathias Jørgensen,25.0,dk DEN,CB,28-292,90,39,1,15,24,0,0,39,0,0,,0,,19,49,9,0,0,0,0,1,20,0
12,Tommy Smith,2.0,eng ENG,RB,26-301,90,71,1,10,39,22,0,71,1,1,100.0,0,0.0,34,183,117,3,1,0,0,0,43,6
13,Ben Hamer,12.0,eng ENG,GK,31-081,90,26,20,26,0,0,0,26,0,0,,0,,10,43,32,0,0,0,0,0,12,0
14,14 Players,,,,,990,668,38,113,361,201,14,668,14,8,57.1,6,42.9,337,1743,865,24,15,3,13,12,409,66
