,num,joueur
0,40,Álvaro Fernández
1,3,Rico Henry
2,5,Ethan Pinnock
3,6,Christian Nørgaard
4,7,Sergi Canós
5,8,Mathias Jensen
6,9,Marcus Forss
7,15,Frank Onyeka
8,17,Ivan Toney
9,18,Pontus Jansson
10,22,Mathias Jørgensen
