,num,joueur
0,,Richard Kingson
1,,DJ Campbell
2,,David Vaughan
3,,Charlie Adam
4,,Andy Reid
5,,Craig Cathcart
6,,Gary Taylor-Fletcher
7,,Stephen Crainey
8,,Neal Eardley
9,,Luke Varney
10,,Alex Baptiste
