,num,joueur
0,,Pavel Pogrebnyak
1,,Jimmy Kébé
2,,Nick Blackman
3,,Alex Pearce
4,,Stephen Kelly
5,,Mikele Leigertwood
6,,Hope Akpan
7,,Jobi McAnuff
8,,Adrian Mariappa
9,,
10,,Stuart Taylor
