,num,joueur
0,,Vincent Kompany
1,,Yaya Touré
2,,Carlos Tevez
3,,Gareth Barry
4,,Gaël Clichy
5,,Edin Džeko
6,,Kolo Touré
7,,Samir Nasri
8,,Mario Balotelli
9,,
10,,Costel Pantilimon
