,num,joueur
0,,Paul Robinson
1,,Christopher Samba
2,,Jason Lowe
3,,Morten Gamst Pedersen
4,,Steven Nzonzi
5,,Yakubu Aiyegbeni
6,,Gaël Givet
7,,Scott Dann
8,,Junior Hoilett
9,,David Goodwillie
10,,Radosav Petrović
