,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Teemu Pukki,22.0,fi FIN,FW,32-047,90,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
1,Pierre Lees-Melou,20.0,fr FRA,AM,28-355,90,0,0,0,1,1,0,0,2,2,0,0,0,8,0,1,0.0
2,Kieran Dowell,10.0,eng ENG,AM,24-217,82,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,20.0
3,Jon Rowe,46.0,eng ENG,AM,19-015,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0
4,Mathias Normann,16.0,no NOR,CM,25-352,69,1,0,0,3,1,0,1,1,0,0,0,0,2,3,0,100.0
5,Jakob Sørensen,19.0,dk DEN,CM,24-073,21,0,0,0,0,0,0,0,1,3,0,0,0,7,0,0,
6,Billy Gilmour,8.0,sct SCO,CM,20-338,61,0,0,0,2,0,0,1,0,1,0,0,0,3,0,0,
7,Lukas Rupp,7.0,de GER,CM,31-127,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
8,Dimitris Giannoulis,30.0,gr GRE,WB,26-210,90,1,0,0,2,1,0,2,1,3,0,0,0,6,0,1,0.0
9,Max Aarons,2.0,eng ENG,WB,22-131,90,1,0,0,1,1,0,1,1,0,0,0,0,4,0,2,0.0
10,Ben Gibson,4.0,eng ENG,CB,29-120,90,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,100.0
11,Grant Hanley,5.0,sct SCO,CB,30-176,90,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,50.0
12,Sam Byram,3.0,eng ENG,CB,28-241,90,0,0,0,0,0,0,0,2,2,0,0,0,8,2,2,50.0
13,Angus Gunn,28.0,sct SCO,GK,26-113,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
14,14 Players,,,,,990,3,0,0,10,5,0,7,9,14,0,0,0,44,10,14,41.7
