,num,joueur
0,16,Eldin Jakupović
1,3,Andrew Robertson
2,6,Curtis Davies
3,7,David Meyler
4,8,Tom Huddlestone
5,9,Abel Hernández
6,10,Robert Snodgrass
7,11,Sam Clucas
8,14,Jake Livermore
9,20,Adama Diomande
10,27,Ahmed Elmohamady
