,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Ivan Toney,17.0,eng ENG,FW,26-217,90,31,31,0,0,0,0,0,0,0,0,0,0,14,0,2
1,Bryan Mbeumo,19.0,cm CMR,FW,23-073,72,28,24,4,1,0,0,5,0,3,0,1,0,16,0,2
2,Yoane Wissa,11.0,cd COD,FW,26-046,18,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
3,Mathias Jensen,8.0,dk DEN,CM,26-291,72,32,22,10,1,0,1,5,5,3,0,1,1,25,0,0
4,Josh Dasilva,10.0,eng ENG,CM,23-361,18,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0
5,Vitaly Janelt,27.0,de GER,CM,24-162,89,29,29,0,0,0,1,0,0,0,0,0,0,26,0,0
6,Saman Ghoddos,14.0,ir IRN,CM,29-043,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Frank Onyeka,15.0,ng NGA,CM,24-291,59,19,19,0,0,0,0,1,0,0,0,0,0,14,0,0
8,Shandon Baptiste,26.0,gd GRN,CM,24-194,31,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
9,Rico Henry,3.0,eng ENG,WB,25-103,90,23,22,1,0,0,0,3,1,0,0,0,0,15,0,0
10,Mads Roerslev,30.0,dk DEN,WB,23-117,90,28,27,1,0,0,0,4,1,0,0,0,0,20,0,3
11,Ethan Pinnock,5.0,jm JAM,CB,29-143,90,36,32,4,1,0,0,0,3,0,0,0,0,27,0,0
12,Ben Mee,16.0,eng ENG,CB,33-028,90,30,28,1,0,0,0,1,1,0,0,0,0,20,1,1
13,Mathias Jørgensen,13.0,dk DEN,CB,32-179,90,51,43,8,0,0,0,0,8,0,0,0,0,38,0,0
14,David Raya,1.0,es ESP,GK,27-034,90,42,31,10,4,0,1,0,0,0,0,0,0,26,1,1
15,15 Players,,,,,990,365,324,39,7,0,3,19,19,6,0,2,1,251,2,9
