,num,joueur
0,,Wayne Hennessey
1,,Matthew Jarvis
2,,Kevin Foley
3,,Steven Fletcher
4,,George Elokobi
5,,Stephen Hunt
6,,Ronald Zubar
7,,Christophe Berra
8,,David Edwards
9,,Richard Stearman
10,,Kevin Doyle
