,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Harry Kane,10.0,eng ENG,FW,25-151,76,20,20,0,0,0,0,1,0,0,0,0,0,15,0,0
1,Oliver Skipp,52.0,eng ENG,DM,18-101,14,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
2,Son Heung-min,7.0,kr KOR,"LW,FW",26-171,87,31,31,0,0,0,0,2,0,0,0,0,0,22,0,3
3,Fernando Llorente,18.0,es ESP,FW,33-303,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,Lucas Moura,27.0,br BRA,"AM,RW",26-135,90,30,30,0,0,0,0,0,0,0,0,0,0,22,0,0
5,Christian Eriksen,23.0,dk DEN,"AM,RW,LW",26-315,83,59,54,5,2,3,0,2,0,3,2,0,0,47,0,0
6,Ben Davies,33.0,wls WAL,LB,25-246,7,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
7,Harry Winks,8.0,eng ENG,DM,22-327,90,75,74,1,0,0,0,2,0,0,0,0,0,71,0,0
8,Moussa Sissoko,17.0,fr FRA,"DM,RW",29-132,90,60,59,1,1,0,1,1,0,0,0,0,0,55,0,1
9,Danny Rose,3.0,eng ENG,"LB,LW",28-177,90,64,59,5,0,0,1,2,5,0,0,0,0,49,0,1
10,Toby Alderweireld,4.0,be BEL,CB,29-299,90,78,76,1,1,0,0,0,0,0,0,0,0,70,1,0
11,Juan Foyth,21.0,ar ARG,CB,20-348,90,82,80,2,2,0,1,0,0,0,0,0,0,78,0,0
12,Kyle Walker-Peters,16.0,eng ENG,RB,21-257,90,71,60,11,2,0,0,0,9,0,0,0,0,58,0,3
13,Hugo Lloris,1.0,fr FRA,GK,32-000,90,45,35,10,2,0,0,0,0,0,0,0,0,38,0,0
14,14 Players,,,,,990,633,596,36,10,3,3,10,14,3,2,0,0,542,1,8
