,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Patson Daka,29.0,zm ZAM,FW,23-183,75,23,0,1,12,10,2,23,0,0,,0,,10,36,20,0,0,0,3,1,15,6
1,Kelechi Iheanacho,14.0,ng NGA,FW,25-189,15,4,0,0,2,2,0,4,0,0,,0,,3,17,0,0,0,0,2,1,2,1
2,Ademola Lookman,37.0,ng NGA,LW,24-172,76,34,0,3,16,15,4,34,1,1,100.0,0,0.0,25,86,24,1,2,1,2,7,26,7
3,Harvey Barnes,7.0,eng ENG,LW,24-122,14,8,0,0,0,8,0,8,0,0,,0,,4,56,21,1,0,0,0,0,5,1
4,James Maddison,10.0,eng ENG,RW,25-138,88,49,0,5,17,27,3,49,2,2,100.0,0,0.0,31,111,35,0,0,1,3,1,33,6
5,Timothy Castagne,27.0,be BEL,AM,26-126,2,2,0,1,1,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,0,0
6,Kiernan Dewsbury-Hall,22.0,eng ENG,AM,23-216,90,56,0,8,31,17,2,56,0,0,,0,,34,126,60,0,2,0,1,0,44,3
7,Nampalys Mendy,24.0,sn SEN,DM,29-291,90,45,2,13,29,3,0,45,2,2,100.0,0,0.0,32,118,60,0,0,0,1,1,37,1
8,Youri Tielemans,8.0,be BEL,DM,24-338,90,73,3,12,53,8,1,73,1,0,0.0,1,100.0,43,152,47,1,0,1,2,2,48,0
9,Luke Thomas,33.0,eng ENG,LB,20-304,90,93,3,26,52,15,0,93,0,0,,0,,42,178,92,2,0,0,0,1,53,4
10,Çağlar Söyüncü,4.0,tr TUR,CB,25-322,90,95,12,48,46,1,1,95,1,0,0.0,1,100.0,74,273,149,0,0,0,1,0,78,0
11,Daniel Amartey,18.0,gh GHA,CB,27-110,90,78,11,44,34,0,0,78,0,0,,0,,57,226,107,0,0,0,1,0,54,0
12,James Justin,2.0,eng ENG,RB,24-046,90,58,4,13,30,15,1,58,0,0,,0,,29,143,101,3,1,0,0,1,32,4
13,Kasper Schmeichel,1.0,dk DEN,GK,35-156,90,32,31,32,0,0,0,32,0,0,,0,,22,132,64,0,0,0,0,0,19,0
14,14 Players,,,,,990,650,66,206,323,121,14,650,7,5,71.4,2,28.6,407,1655,780,8,5,3,16,15,446,33
