,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
21,2017-12-02,15:00 ,Premier League,Matchweek 15,Sat,Away,D,1,1,Watford,0.8,0.4,50,"20,278",Hugo Lloris,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/0dbc6a97/Watford-Tottenham-Hotspur-December-2-2017-Premier-League,
23,2017-12-09,15:00 ,Premier League,Matchweek 16,Sat,Home,W,5,1,Stoke City,3.6,0.5,71,"62,202",Hugo Lloris,4-2-3-1,Roger East,https://fbref.com/en/matches/a91a2bf3/Tottenham-Hotspur-Stoke-City-December-9-2017-Premier-League,
24,2017-12-13,20:00 ,Premier League,Matchweek 17,Wed,Home,W,2,0,Brighton,1.5,0.4,74,"46,438",Hugo Lloris,4-2-3-1,Robert Madley,https://fbref.com/en/matches/8ca205ce/Tottenham-Hotspur-Brighton-and-Hove-Albion-December-13-2017-Premier-League,
25,2017-12-16,17:30 ,Premier League,Matchweek 18,Sat,Away,L,1,4,Manchester City,0.2,3.4,48,"54,214",Hugo Lloris,4-1-2-1-2◆,Craig Pawson,https://fbref.com/en/matches/6b423cc3/Manchester-City-Tottenham-Hotspur-December-16-2017-Premier-League,
26,2017-12-23,17:30 ,Premier League,Matchweek 19,Sat,Away,W,3,0,Burnley,3.1,0.2,59,"21,650",Hugo Lloris,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/c82015ec/Burnley-Tottenham-Hotspur-December-23-2017-Premier-League,
27,2017-12-26,12:30 ,Premier League,Matchweek 20,Tue,Home,W,5,2,Southampton,3.0,0.8,57,"55,412",Hugo Lloris,4-2-3-1,Graham Scott,https://fbref.com/en/matches/ef6aade1/Tottenham-Hotspur-Southampton-December-26-2017-Premier-League,
28,2018-01-02,19:45 ,Premier League,Matchweek 22,Tue,Away,W,2,0,Swansea City,1.3,0.4,67,"20,615",Hugo Lloris,4-2-3-1,Robert Madley,https://fbref.com/en/matches/3a995480/Swansea-City-Tottenham-Hotspur-January-2-2018-Premier-League,
29,2018-01-04,20:00 ,Premier League,Matchweek 21,Thu,Home,D,1,1,West Ham,1.8,0.5,70,"50,034",Hugo Lloris,4-2-3-1,Mike Dean,https://fbref.com/en/matches/017448ed/Tottenham-Hotspur-West-Ham-United-January-4-2018-Premier-League,
31,2018-01-13,17:30 ,Premier League,Matchweek 23,Sat,Home,W,4,0,Everton,3.8,0.3,61,"76,251",Hugo Lloris,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/22374439/Tottenham-Hotspur-Everton-January-13-2018-Premier-League,
32,2018-01-21,16:00 ,Premier League,Matchweek 24,Sun,Away,D,1,1,Southampton,1.2,0.8,59,"31,361",Harry Kane,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/5b5c13a0/Southampton-Tottenham-Hotspur-January-21-2018-Premier-League,
34,2018-01-31,20:00 ,Premier League,Matchweek 25,Wed,Home,W,2,0,Manchester Utd,1.5,1.0,52,"81,978",Hugo Lloris,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/e766e559/Tottenham-Hotspur-Manchester-United-January-31-2018-Premier-League,
35,2018-02-04,16:30 ,Premier League,Matchweek 26,Sun,Away,D,2,2,Liverpool,2.6,1.2,66,"53,213",Hugo Lloris,4-1-2-1-2◆,Jonathan Moss,https://fbref.com/en/matches/4825ca2d/Liverpool-Tottenham-Hotspur-February-4-2018-Premier-League,
37,2018-02-10,12:30 ,Premier League,Matchweek 27,Sat,Home,W,1,0,Arsenal,2.6,0.6,50,"83,222",Hugo Lloris,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/9be2b4a6/North-London-Derby-Tottenham-Hotspur-Arsenal-February-10-2018-Premier-League,
40,2018-02-25,12:00 ,Premier League,Matchweek 28,Sun,Away,W,1,0,Crystal Palace,1.7,0.2,75,"25,287",Hugo Lloris,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/61447e13/Crystal-Palace-Tottenham-Hotspur-February-25-2018-Premier-League,
42,2018-03-03,15:00 ,Premier League,Matchweek 29,Sat,Home,W,2,0,Huddersfield,1.6,0.1,74,"68,311",Hugo Lloris,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/df00152d/Tottenham-Hotspur-Huddersfield-Town-March-3-2018-Premier-League,
44,2018-03-11,16:00 ,Premier League,Matchweek 30,Sun,Away,W,4,1,Bournemouth,2.4,1.2,63,"10,623",Hugo Lloris,4-2-3-1,Mike Dean,https://fbref.com/en/matches/80a47654/Bournemouth-Tottenham-Hotspur-March-11-2018-Premier-League,
46,2018-04-01,16:00 ,Premier League,Matchweek 32,Sun,Away,W,3,1,Chelsea,1.4,1.0,51,"41,364",Hugo Lloris,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/fbe31f74/Chelsea-Tottenham-Hotspur-April-1-2018-Premier-League,
47,2018-04-07,15:00 ,Premier League,Matchweek 33,Sat,Away,W,2,1,Stoke City,1.7,1.4,65,"29,515",Hugo Lloris,4-2-3-1,Graham Scott,https://fbref.com/en/matches/1da6c7b5/Stoke-City-Tottenham-Hotspur-April-7-2018-Premier-League,
48,2018-04-14,19:45 ,Premier League,Matchweek 34,Sat,Home,L,1,3,Manchester City,0.4,2.9,48,"80,811",Hugo Lloris,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/8fe8c64c/Tottenham-Hotspur-Manchester-City-April-14-2018-Premier-League,
49,2018-04-17,19:45 ,Premier League,Matchweek 35,Tue,Away,D,1,1,Brighton,1.3,1.1,63,"30,440",Hugo Lloris,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/c42bcaf3/Brighton-and-Hove-Albion-Tottenham-Hotspur-April-17-2018-Premier-League,
51,2018-04-30,20:00 ,Premier League,Matchweek 36,Mon,Home,W,2,0,Watford,1.4,1.3,61,"52,675",Hugo Lloris,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/5f040190/Tottenham-Hotspur-Watford-April-30-2018-Premier-League,
52,2018-05-05,15:00 ,Premier League,Matchweek 37,Sat,Away,L,0,1,West Brom,1.2,1.6,74,"23,685",Hugo Lloris,3-4-3,Mike Jones,https://fbref.com/en/matches/3a876b14/West-Bromwich-Albion-Tottenham-Hotspur-May-5-2018-Premier-League,
53,2018-05-09,20:00 ,Premier League,Matchweek 31,Wed,Home,W,1,0,Newcastle Utd,0.8,1.0,63,"54,923",Hugo Lloris,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/90f41993/Tottenham-Hotspur-Newcastle-United-May-9-2018-Premier-League,
54,2018-05-13,15:00 ,Premier League,Matchweek 38,Sun,Home,W,5,4,Leicester City,1.8,1.4,64,"77,841",Hugo Lloris,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/f8c06939/Tottenham-Hotspur-Leicester-City-May-13-2018-Premier-League,
