,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Mbaye Diagne,17.0,sn SEN,FW,29-122,82,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0
1,Hal Robson-Kanu,4.0,wls WAL,FW,31-282,8,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
2,Matt Phillips,10.0,sct SCO,LM,29-351,71,12,12,0,0,0,0,0,0,0,0,0,0,9,0,1
3,Grady Diangana,11.0,cd COD,LM,22-314,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,Ainsley Maitland-Niles,30.0,eng ENG,CM,23-182,90,26,24,2,0,0,0,1,0,1,0,0,0,20,0,1
5,Conor Gallagher,18.0,eng ENG,CM,21-021,90,27,24,3,0,0,0,3,0,3,3,0,0,18,0,1
6,Matheus Pereira,12.0,pt POR,RM,24-298,78,22,17,5,2,0,0,4,0,3,3,0,0,11,0,0
7,Branislav Ivanović,20.0,rs SRB,RM,37-005,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Okay Yokuşlu,35.0,tr TUR,DM,26-355,90,24,24,0,0,0,0,0,0,0,0,0,0,21,0,1
9,Conor Townsend,14.0,eng ENG,LB,27-360,90,45,34,11,1,0,0,1,10,0,0,0,0,28,0,0
10,Kyle Bartley,5.0,eng ENG,CB,29-281,90,16,14,2,2,0,0,0,0,0,0,0,0,10,0,0
11,Dara O'Shea,27.0,ie IRL,CB,21-360,90,26,25,1,0,0,0,0,1,0,0,0,0,10,0,0
12,Darnell Furlong,2.0,eng ENG,RB,25-119,90,34,17,17,0,0,0,3,17,0,0,0,0,17,0,3
13,Sam Johnstone,1.0,eng ENG,GK,27-339,90,31,13,17,8,0,0,0,0,0,0,0,0,10,1,0
14,14 Players,,,,,990,276,217,58,13,0,0,12,28,7,6,0,0,162,1,7
