,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Anthony Martial,9.0,fr FRA,FW,27-026,80,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,50.0
1,Donny van de Beek,34.0,nl NED,FW,25-257,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2,Alejandro Garnacho,49.0,ar ARG,LW,18-183,45,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,
3,Marcus Rashford,10.0,eng ENG,LW,25-061,45,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,
4,Antony,21.0,br BRA,RW,22-310,89,0,0,0,0,0,1,3,1,0,0,0,0,6,0,0,
5,Anthony Elanga,36.0,se SWE,RW,20-248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
6,Bruno Fernandes,8.0,pt POR,AM,28-114,89,0,0,0,1,1,1,2,1,0,0,0,0,5,0,0,
7,Harry Maguire,5.0,eng ENG,AM,29-301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Casemiro,18.0,br BRA,DM,30-311,90,1,0,0,2,4,0,1,1,2,0,0,0,10,2,1,66.7
9,Christian Eriksen,14.0,dk DEN,DM,30-320,60,0,0,0,0,0,0,4,1,1,0,0,0,2,0,0,
10,Fred,17.0,br BRA,DM,29-301,30,1,0,0,2,1,0,0,0,0,0,0,0,5,1,0,100.0
11,Tyrell Malacia,12.0,nl NED,LB,23-136,90,0,0,0,1,1,0,2,2,0,0,0,0,10,1,1,50.0
12,Luke Shaw,23.0,eng ENG,CB,27-172,90,0,0,0,1,1,0,1,2,1,0,0,0,10,1,1,50.0
13,Raphaël Varane,19.0,fr FRA,CB,29-250,90,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,66.7
14,Aaron Wan-Bissaka,29.0,eng ENG,RB,25-035,90,0,0,0,0,1,0,0,4,1,0,0,0,3,0,0,
15,David de Gea,1.0,es ESP,GK,32-054,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
16,16 Players,,,,,990,3,0,0,11,11,2,13,15,5,0,0,0,63,10,7,58.8
