,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ollie Watkins,11.0,eng ENG,FW,25-340,90,40,1,3,17,20,4,40,0,0,,0,,23,109,72,4,2,1,3,0,30,6
1,Emi Buendía,10.0,ar ARG,LW,24-345,77,43,0,5,25,14,3,43,4,4,100.0,0,0.0,32,161,67,3,3,1,2,2,36,2
2,Carney Chukwuemeka,33.0,eng ENG,"FW,LW",18-046,13,8,0,3,4,1,0,8,1,1,100.0,0,0.0,6,41,26,0,0,0,0,0,5,2
3,Jacob Ramsey,41.0,eng ENG,RW,20-191,83,32,0,5,13,15,4,32,1,1,100.0,0,0.0,24,200,33,1,0,0,2,5,25,7
4,Axel Tuanzebe,16.0,eng ENG,CB,24-021,7,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
5,Douglas Luiz,6.0,br BRA,LM,23-210,76,59,3,16,31,12,0,59,0,0,,0,,31,85,16,0,1,0,5,2,33,2
6,Morgan Sanson,8.0,fr FRA,"CM,LM",27-109,14,8,0,2,7,0,0,8,0,0,,0,,5,43,22,1,0,0,0,1,4,0
7,Marvelous Nakamba,19.0,zw ZIM,CM,27-320,90,53,5,23,29,2,0,53,1,1,100.0,0,0.0,27,86,27,0,0,0,1,2,26,0
8,John McGinn,7.0,sct SCO,"RM,CM",27-048,90,45,1,7,27,12,0,45,2,1,50.0,1,50.0,30,202,108,1,2,0,2,2,30,1
9,Ashley Young,18.0,eng ENG,LB,36-149,90,59,1,21,26,12,3,59,1,1,100.0,0,0.0,29,147,96,3,1,3,0,0,37,6
10,Tyrone Mings,5.0,eng ENG,CB,28-267,90,36,9,29,6,1,0,36,0,0,,0,,19,99,45,0,0,0,1,0,20,0
11,Ezri Konsa,4.0,eng ENG,CB,24-043,90,31,8,26,3,3,2,31,0,0,,0,,16,93,77,0,0,0,1,1,17,1
12,Matty Cash,2.0,pl POL,RB,24-120,90,65,6,29,21,16,7,65,0,0,,0,,27,141,71,3,0,1,2,0,22,5
13,Emiliano Martínez,1.0,ar ARG,GK,29-094,90,36,29,35,1,0,0,36,0,0,,0,,17,135,94,0,0,0,0,0,10,0
14,14 Players,,,,,990,516,63,205,210,108,23,516,10,9,90.0,1,10.0,286,1542,754,16,9,6,19,15,295,32
