,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Daniel Jebbison,38.0,eng ENG,FW,17-283,78,19,0,3,4,12,1,19,1,1,100.0,0,0.0,7,55,37,2,1,1,4,1,7,0
1,Rhian Brewster,24.0,eng ENG,FW,21-052,12,7,0,1,2,4,0,7,2,1,50.0,1,50.0,5,16,1,0,0,0,0,1,7,4
2,Ben Osborn,23.0,eng ENG,AM,26-291,82,35,2,4,15,17,0,35,2,1,50.0,1,50.0,19,246,182,5,3,0,3,2,23,6
3,Phil Jagielka,15.0,eng ENG,CB,38-279,8,5,0,2,3,0,0,5,0,0,,0,,2,17,1,0,0,0,0,0,3,0
4,David McGoldrick,17.0,ie IRL,AM,33-175,90,55,3,9,18,29,9,55,4,2,50.0,2,50.0,29,182,70,3,2,2,3,4,36,7
5,John Fleck,4.0,sct SCO,"CM,AM",29-272,90,35,1,6,21,9,1,35,1,0,0.0,1,100.0,15,75,45,1,1,0,2,0,18,0
6,Oliver Norwood,16.0,nir NIR,CM,30-041,90,60,4,19,21,20,0,60,0,0,,0,,28,79,34,0,2,0,1,0,33,0
7,Enda Stevens,3.0,ie IRL,WB,30-318,90,56,4,18,20,19,4,56,3,2,66.7,1,33.3,39,220,114,3,1,1,1,1,36,2
8,George Baldock,2.0,gr GRE,WB,28-075,90,54,2,12,27,16,2,54,0,0,,0,,22,121,55,3,2,0,0,1,27,2
9,Jack Robinson,19.0,eng ENG,CB,27-264,90,51,10,28,14,9,0,51,1,1,100.0,0,0.0,28,99,39,0,0,0,0,0,24,1
10,John Egan,12.0,ie IRL,CB,28-215,90,51,11,37,12,2,2,51,0,0,,0,,17,99,34,1,0,0,0,0,11,0
11,Chris Basham,6.0,eng ENG,"CB,CM",32-307,90,54,7,30,18,6,2,54,1,1,100.0,0,0.0,25,203,111,2,2,0,1,0,25,1
12,Aaron Ramsdale,1.0,eng ENG,GK,23-009,90,45,42,45,0,0,0,45,0,0,,0,,27,208,115,0,0,0,0,0,14,0
13,13 Players,,,,,990,527,86,214,175,143,21,527,15,9,60.0,6,40.0,263,1620,838,20,14,4,15,10,264,23
