,num,joueur
0,,Fabian Delph
1,,Ciaran Clark
2,,Ron Vlaar
3,,Ashley Westwood
4,,Andreas Weimann
5,,Libor Kozák
6,,Leandro Bacuna
7,,Gabriel Agbonlahor
8,,Antonio Luna
9,,
10,,Jed Steer
