,num,joueur
0,,Jonny Howson
1,,David Fox
2,,Steve Morison
3,,Elliott Ward
4,,Andrew Surman
5,,Zak Whitbread
6,,Anthony Pilkington
7,,Adam Drury
8,,Kyle Naughton
9,,
10,,Jed Steer
