,num,joueur
0,,Shaun Wright-Phillips
1,,Jamie Mackie
2,,Stéphane Mbia
3,,Fábio
4,,Nedum Onuoha
5,,Loïc Rémy
6,,Ryan Nelsen
7,,Adel Taarabt
8,,Clint Hill
9,,
10,,Robert Green
