,num,joueur
0,,Steve Harper
1,,Maynor Figueroa
2,,Jake Livermore
3,,Shane Long
4,,David Meyler
5,,Curtis Davies
6,,Paul McShane
7,,Tom Huddlestone
8,,Nikica Jelavić
9,,Alex Bruce
10,,Ahmed Elmohamady
