,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Harry Kane,10.0,eng ENG,FW,28-094,90,15,23,65.2,197,69,11,14,78.6,2,4,50.0,1,1,100.0,0,0.0,0.0,0,1,1,0,3
1,Son Heung-min,7.0,kr KOR,LW,29-114,90,38,55,69.1,504,86,23,27,85.2,11,13,84.6,1,10,10.0,0,0.1,0.1,1,0,2,1,2
2,Lucas Moura,27.0,br BRA,RW,29-078,53,21,26,80.8,282,123,12,13,92.3,8,12,66.7,0,0,,0,0.3,0.1,2,3,2,0,5
3,Steven Bergwijn,23.0,nl NED,RW,24-022,37,12,14,85.7,165,32,9,10,90.0,2,2,100.0,1,1,100.0,0,0.0,0.1,0,0,1,0,2
4,Giovani Lo Celso,18.0,ar ARG,AM,25-204,72,48,57,84.2,645,136,32,33,97.0,10,13,76.9,3,3,100.0,0,0.4,0.2,1,3,0,0,4
5,Dele Alli,20.0,eng ENG,AM,25-202,18,8,11,72.7,95,26,6,8,75.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,2
6,Oliver Skipp,29.0,eng ENG,DM,21-044,65,30,34,88.2,430,101,19,19,100.0,10,11,90.9,0,0,,0,0.0,0.0,0,3,0,0,2
7,Tanguy Ndombele,28.0,fr FRA,DM,24-306,25,24,25,96.0,347,71,11,11,100.0,12,12,100.0,0,0,,0,0.0,0.0,0,5,0,0,2
8,Pierre Højbjerg,5.0,dk DEN,DM,26-086,90,75,88,85.2,1228,354,31,33,93.9,35,42,83.3,4,6,66.7,0,0.0,0.1,0,4,1,0,6
9,Ben Davies,33.0,wls WAL,LB,28-189,90,37,53,69.8,414,119,28,33,84.8,8,11,72.7,0,3,0.0,0,0.0,0.0,0,3,0,0,2
10,Eric Dier,15.0,eng ENG,CB,27-288,90,50,58,86.2,826,303,21,23,91.3,27,28,96.4,2,5,40.0,0,0.0,0.0,0,1,0,0,1
11,Cristian Romero,4.0,ar ARG,CB,23-186,90,46,54,85.2,846,451,16,16,100.0,26,31,83.9,4,7,57.1,0,0.0,0.0,0,3,0,0,6
12,Emerson,12.0,br BRA,RB,22-289,90,81,99,81.8,987,185,51,54,94.4,22,27,81.5,1,3,33.3,0,0.1,0.0,1,3,0,0,5
13,Hugo Lloris,1.0,fr FRA,GK,34-308,90,20,24,83.3,428,227,5,5,100.0,8,8,100.0,7,11,63.6,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,505,621,81.3,7394,2283,275,299,92.0,182,215,84.7,24,50,48.0,0,0.9,0.6,5,29,7,1,42
