,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ivan Toney,17.0,eng ENG,FW,25-285,90,42,1,7,19,17,9,42,2,2,100.0,0,0.0,23,99,46,2,0,1,6,1,30,4
1,Bryan Mbeumo,19.0,cm CMR,FW,22-141,40,12,0,2,5,5,1,12,0,0,,0,,5,27,0,0,0,0,1,2,6,1
2,Yoane Wissa,11.0,cd COD,FW,25-114,50,20,1,2,9,9,2,20,2,2,100.0,0,0.0,10,66,29,1,0,0,3,0,13,5
3,Mathias Jensen,8.0,dk DEN,CM,25-359,45,22,0,11,10,2,0,22,0,0,,0,,11,61,34,1,0,0,0,2,11,0
4,Frank Onyeka,15.0,ng NGA,CM,23-359,45,40,1,10,24,6,0,40,2,2,100.0,0,0.0,25,172,82,3,0,0,0,1,29,1
5,Christian Nørgaard,6.0,dk DEN,CM,27-291,90,64,4,14,39,13,2,64,1,1,100.0,0,0.0,25,96,56,0,2,0,0,1,34,2
6,Shandon Baptiste,26.0,gd GRN,CM,23-262,90,47,0,7,23,18,2,47,6,5,83.3,1,16.7,32,141,68,2,0,2,3,1,31,6
7,Dominic Thompson,2.0,eng ENG,WB,21-153,65,31,1,10,13,9,2,31,1,0,0.0,1,100.0,12,46,29,0,0,0,0,0,18,2
8,Saman Ghoddos,14.0,ir IRN,WB,28-111,25,18,1,2,7,9,2,18,0,0,,0,,10,63,54,0,0,0,0,0,12,5
9,Sergi Canós,7.0,es ESP,WB,24-327,90,57,0,15,21,21,4,57,4,3,75.0,1,25.0,28,185,108,2,1,1,1,1,38,8
10,Mads Bech Sørensen,29.0,dk DEN,CB,22-353,90,79,10,37,33,9,1,79,0,0,,0,,45,388,217,5,3,0,1,0,51,1
11,Pontus Jansson,18.0,se SWE,CB,30-316,90,64,15,43,19,2,2,64,0,0,,0,,36,208,91,0,1,0,0,1,38,0
12,Ethan Pinnock,5.0,jm JAM,CB,28-211,90,80,10,42,31,7,3,80,0,0,,0,,33,129,95,1,1,0,0,0,42,0
13,Álvaro Fernández,40.0,es ESP,GK,23-257,90,41,35,41,0,0,0,41,0,0,,0,,24,147,112,0,0,0,0,0,17,0
14,14 Players,,,,,990,617,79,243,253,127,30,617,18,15,83.3,3,16.7,319,1828,1021,17,8,4,15,10,370,35
