,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Patrick Bamford,9.0,eng ENG,FW,27-143,59,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,100.0
1,Tyler Roberts,11.0,wls WAL,FW,22-014,31,0,0,0,1,1,0,0,0,1,0,0,0,2,1,3,25.0
2,Jack Harrison,22.0,eng ENG,LM,24-067,90,1,0,0,1,0,0,1,1,0,0,0,0,4,2,3,40.0
3,Rodrigo,20.0,es ESP,CM,29-326,90,1,0,0,2,2,0,0,0,0,0,0,0,5,2,6,25.0
4,Stuart Dallas,15.0,nir NIR,"CM,LB",29-282,90,0,0,0,3,0,0,1,0,0,0,0,0,6,0,2,0.0
5,Raphinha,18.0,br BRA,RM,24-043,90,0,0,0,0,4,0,2,0,0,0,0,0,2,1,0,100.0
6,Kalvin Phillips,23.0,eng ENG,DM,25-055,90,0,0,0,2,0,0,3,1,1,0,0,0,5,2,1,66.7
7,Ezgjan Alioski,10.0,mk MKD,LB,28-349,55,1,0,0,1,0,0,0,1,1,0,0,0,5,3,3,50.0
8,Mateusz Klich,43.0,pl POL,CM,30-227,35,0,0,0,1,1,0,1,0,1,0,0,0,4,1,2,33.3
9,Liam Cooper,6.0,sct SCO,CB,29-149,90,0,0,0,2,0,0,0,2,1,0,0,0,9,3,4,42.9
10,Diego Llorente,14.0,es ESP,CB,27-163,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
11,Pascal Struijk,21.0,nl NED,CB,21-168,81,0,0,0,0,0,0,0,3,0,0,0,0,7,5,0,100.0
12,Luke Ayling,2.0,eng ENG,RB,29-154,90,0,0,0,1,0,0,2,0,2,0,0,0,6,4,0,100.0
13,Illan Meslier,1.0,fr FRA,GK,20-330,90,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,100.0
14,14 Players,,,,,990,3,0,0,15,9,0,11,8,7,0,0,0,59,27,25,51.9
