,num,joueur
0,3,Maya Yoshida
1,4,Morgan Schneiderlin
2,6,José Fonte
3,7,Shane Long
4,11,Dušan Tadić
5,16,James Ward-Prowse
6,18,Jack Cork
7,19,Graziano Pellè
8,21,Ryan Bertrand
9,,
10,1,Kelvin Davis
