,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Hugo Rodallega,,co COL,FW,25-286,90,0,0,0,,,,0,0,,,,,,,0,,
1,Tom Cleverley,,eng ENG,MF,21-268,90,0,0,0,,,,0,0,,,,,,,0,,
2,Victor Moses,,ng NGA,"DF,FW",20-146,81,0,1,0,,,,0,0,,,,,,,0,,
3,James McArthur,,sct SCO,MF,23-212,9,0,0,0,,,,0,0,,,,,,,0,,
4,Charles N'Zogbia,,fr FRA,"DF,FW",24-344,68,1,0,0,,,,0,0,,,,,,,0,,
5,Franco Di Santo,,ar ARG,FW,22-030,22,0,0,0,,,,0,0,,,,,,,0,,
6,James McCarthy,,ie IRL,MF,20-176,90,0,0,0,,,,0,0,,,,,,,0,,
7,Ben Watson,,eng ENG,MF,25-302,90,0,0,0,,,,0,0,,,,,,,0,,
8,Maynor Figueroa,,hn HON,DF,28-005,90,0,0,0,,,,0,0,,,,,,,0,,
9,Antolín Alcaraz,,py PAR,DF,28-281,90,0,0,0,,,,0,0,,,,,,,0,,
10,Gary Caldwell,,sct SCO,"DF,MF",29-025,90,0,0,0,,,,0,0,,,,,,,0,,
11,Emmerson Boyce,,bb BRB,DF,31-225,90,0,0,0,,,,0,0,,,,,,,0,,
12,Ali Al-Habsi,,om OMA,GK,29-128,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,1,0,,,,0,0,,,,,,,0,,
