,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Troy Deeney,9.0,eng ENG,FW,29-275,90,34,34,0,0,0,0,0,0,0,0,0,0,18,0,0
1,Roberto Pereyra,37.0,ar ARG,"LW,LM",27-083,90,32,31,1,0,0,0,0,0,1,0,0,0,28,0,0
2,Kiko Femenía,21.0,es ESP,"RW,RM",27-057,80,32,31,1,0,0,0,3,1,0,0,0,0,27,0,1
3,Richarlison,11.0,br BRA,RM,20-325,10,8,8,0,0,0,0,1,0,0,0,0,0,5,0,1
4,Will Hughes,19.0,eng ENG,AM,22-348,74,40,38,1,0,0,0,2,0,0,0,0,0,34,1,2
5,Stefano Okaka,33.0,it ITA,FW,28-234,16,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
6,Étienne Capoue,29.0,fr FRA,"DM,CM",29-263,90,38,37,1,0,0,0,0,1,0,0,0,0,27,0,2
7,Abdoulaye Doucouré,16.0,ml MLI,"DM,CM",25-089,90,60,58,2,0,0,0,2,0,0,0,0,0,52,0,1
8,José Holebas,25.0,gr GRE,LB,33-277,90,61,40,20,3,0,0,10,11,6,1,5,0,32,1,1
9,Adrian Mariappa,6.0,jm JAM,CB,31-179,90,42,41,1,0,0,0,0,1,0,0,0,0,30,0,0
10,Sebastian Prödl,5.0,at AUT,CB,30-283,63,23,23,0,0,0,0,0,0,0,0,0,0,19,0,0
11,Craig Cathcart,15.0,nir NIR,CB,29-053,27,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
12,Daryl Janmaat,2.0,nl NED,RB,28-252,90,57,49,7,0,0,0,6,7,0,0,0,0,41,1,2
13,Orestis Karnezis,30.0,gr GRE,GK,32-263,90,31,20,11,6,0,0,0,0,0,0,0,0,19,0,0
14,14 Players,,,,,990,472,424,45,9,0,0,24,21,7,1,5,0,342,3,10
