,num,joueur
0,26,Víctor Valdés
1,3,George Friend
2,6,Ben Gibson
3,10,Álvaro Negredo
4,14,Marten de Roon
5,17,Antonio Barragán
6,18,Cristhian Stuani
7,19,Stewart Downing
8,21,Gastón Ramírez
9,25,Calum Chambers
10,34,Adam Forshaw
