,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Karlan Grant,29.0,eng ENG,FW,23-088,69,19,0,1,10,8,2,19,0,0,,0,,6,12,1,1,0,0,4,0,13,3
1,Charlie Austin,15.0,eng ENG,FW,31-163,21,11,2,5,5,2,0,11,1,1,100.0,0,0.0,5,45,33,1,0,0,3,1,5,0
2,Grady Diangana,11.0,cd COD,LM,22-240,90,33,2,15,10,8,0,33,4,3,75.0,1,25.0,13,70,37,0,3,0,1,0,17,0
3,Conor Gallagher,18.0,eng ENG,CM,20-313,90,29,4,11,13,6,0,29,2,0,0.0,2,100.0,12,56,32,0,1,0,1,0,15,0
4,Jake Livermore,8.0,eng ENG,CM,31-031,79,26,2,8,16,3,1,26,0,0,,0,,9,15,8,0,0,0,1,2,13,0
5,Filip Krovinović,17.0,hr CRO,"RM,CM",25-108,11,5,1,2,2,1,0,5,0,0,,0,,1,27,27,0,0,0,0,0,0,0
6,Matt Phillips,10.0,sct SCO,RM,29-277,86,32,2,11,10,11,1,32,2,0,0.0,2,100.0,8,38,11,1,0,1,1,2,14,1
7,Lee Peltier,22.0,eng ENG,"RB,RM",34-004,4,3,1,1,0,2,0,3,0,0,,0,,1,4,0,0,0,0,0,0,0,0
8,Romaine Sawyers,19.0,kn SKN,"DM,CM",29-043,90,32,2,16,14,3,0,32,2,2,100.0,0,0.0,11,48,11,0,0,0,0,0,15,0
9,Kieran Gibbs,3.0,eng ENG,LB,31-080,90,26,6,15,11,1,0,26,0,0,,0,,6,46,22,0,0,0,0,0,8,0
10,Dara O'Shea,27.0,ie IRL,CB,21-286,90,33,15,23,10,0,0,33,0,0,,0,,9,21,4,0,0,0,1,0,11,0
11,Semi Ajayi,6.0,ng NGA,CB,27-036,90,29,10,19,9,1,1,29,0,0,,0,,8,56,26,0,0,0,0,0,9,0
12,Darnell Furlong,2.0,eng ENG,"RB,CB",25-045,90,32,3,10,17,5,1,32,0,0,,0,,8,33,15,0,0,0,0,1,18,0
13,Sam Johnstone,1.0,eng ENG,GK,27-265,90,48,41,48,0,0,0,48,0,0,,0,,16,158,104,0,0,0,0,0,8,0
14,14 Players,,,,,990,358,91,185,127,51,6,358,11,6,54.5,5,45.5,113,629,331,3,4,1,12,6,146,4
