,team,matchweek,Match Report
18,Everton-Stats,Matchweek 37,https://fbref.com/en/matches/eb7bd01f/Everton-Wolverhampton-Wanderers-May-19-2021-Premier-League
19,Everton-Stats,Matchweek 38,https://fbref.com/en/matches/12d3970f/Manchester-City-Everton-May-23-2021-Premier-League
20,Fulham-Stats,Matchweek 14,https://fbref.com/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League
21,Leeds-United-Stats,Matchweek 23,https://fbref.com/en/matches/ff2cee2b/Leeds-United-Crystal-Palace-February-8-2021-Premier-League
22,Liverpool-Stats,Matchweek 38,https://fbref.com/en/matches/c2fc07f0/Liverpool-Crystal-Palace-May-23-2021-Premier-League
23,Manchester-City-Stats,Matchweek 5,https://fbref.com/en/matches/e95b8546/Manchester-City-Arsenal-October-17-2020-Premier-League
24,Manchester-City-Stats,Matchweek 17,https://fbref.com/en/matches/85507602/Chelsea-Manchester-City-January-3-2021-Premier-League
25,Manchester-City-Stats,Matchweek 19,https://fbref.com/en/matches/15d2f67c/Manchester-City-Crystal-Palace-January-17-2021-Premier-League
26,Manchester-City-Stats,Matchweek 26,https://fbref.com/en/matches/6faa8392/Manchester-City-West-Ham-United-February-27-2021-Premier-League
27,Manchester-City-Stats,Matchweek 38,https://fbref.com/en/matches/12d3970f/Manchester-City-Everton-May-23-2021-Premier-League
28,Manchester-United-Stats,Matchweek 20,https://fbref.com/en/matches/6e963555/Manchester-United-Sheffield-United-January-27-2021-Premier-League
29,Manchester-United-Stats,Matchweek 28,https://fbref.com/en/matches/05c95367/Manchester-United-West-Ham-United-March-14-2021-Premier-League
30,Newcastle-United-Stats,Matchweek 14,https://fbref.com/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League
31,Newcastle-United-Stats,Matchweek 18,https://fbref.com/en/matches/18ccfdb9/Sheffield-United-Newcastle-United-January-12-2021-Premier-League
32,Newcastle-United-Stats,Matchweek 22,https://fbref.com/en/matches/ca8297c0/Newcastle-United-Crystal-Palace-February-2-2021-Premier-League
33,Newcastle-United-Stats,Matchweek 26,https://fbref.com/en/matches/99e5e3dc/Newcastle-United-Wolverhampton-Wanderers-February-27-2021-Premier-League
34,Sheffield-United-Stats,Matchweek 16,https://fbref.com/en/matches/b33de500/Burnley-Sheffield-United-December-29-2020-Premier-League
35,Sheffield-United-Stats,Matchweek 17,https://fbref.com/en/matches/84a373f5/Crystal-Palace-Sheffield-United-January-2-2021-Premier-League
36,Sheffield-United-Stats,Matchweek 18,https://fbref.com/en/matches/18ccfdb9/Sheffield-United-Newcastle-United-January-12-2021-Premier-League
37,Sheffield-United-Stats,Matchweek 19,https://fbref.com/en/matches/c52b1c4f/Sheffield-United-Tottenham-Hotspur-January-17-2021-Premier-League
38,Sheffield-United-Stats,Matchweek 20,https://fbref.com/en/matches/6e963555/Manchester-United-Sheffield-United-January-27-2021-Premier-League
39,Sheffield-United-Stats,Matchweek 23,https://fbref.com/en/matches/d3467620/Sheffield-United-Chelsea-February-7-2021-Premier-League
40,Sheffield-United-Stats,Matchweek 38,https://fbref.com/en/matches/2c07a228/Sheffield-United-Burnley-May-23-2021-Premier-League
41,Tottenham-Hotspur-Stats,Matchweek 19,https://fbref.com/en/matches/c52b1c4f/Sheffield-United-Tottenham-Hotspur-January-17-2021-Premier-League
42,West-Bromwich-Albion-Stats,Matchweek 29,https://fbref.com/en/matches/ee055741/West-Bromwich-Albion-Everton-March-4-2021-Premier-League
43,West-Ham-United-Stats,Matchweek 26,https://fbref.com/en/matches/6faa8392/Manchester-City-West-Ham-United-February-27-2021-Premier-League
44,West-Ham-United-Stats,Matchweek 28,https://fbref.com/en/matches/05c95367/Manchester-United-West-Ham-United-March-14-2021-Premier-League
45,Wolverhampton-Wanderers-Stats,Matchweek 26,https://fbref.com/en/matches/99e5e3dc/Newcastle-United-Wolverhampton-Wanderers-February-27-2021-Premier-League
46,Wolverhampton-Wanderers-Stats,Matchweek 27,https://fbref.com/en/matches/e52c1e46/Aston-Villa-Wolverhampton-Wanderers-March-6-2021-Premier-League
47,Wolverhampton-Wanderers-Stats,Matchweek 37,https://fbref.com/en/matches/eb7bd01f/Everton-Wolverhampton-Wanderers-May-19-2021-Premier-League
