,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2013-08-17,,Premier League,Matchweek 1,Sat,Away,L,0,1,Liverpool,,"44,822",,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/0ed79f65/Liverpool-Stoke-City-August-17-2013-Premier-League,
1,2013-08-24,,Premier League,Matchweek 2,Sat,Home,W,2,1,Crystal Palace,,"25,270",,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/226bb9af/Stoke-City-Crystal-Palace-August-24-2013-Premier-League,
2,2013-08-31,,Premier League,Matchweek 3,Sat,Away,W,1,0,West Ham,,"34,946",,4-5-1,Jon Moss,https://fbref.com/en/matches/0a96cd99/West-Ham-United-Stoke-City-August-31-2013-Premier-League,
3,2013-09-14,,Premier League,Matchweek 4,Sat,Home,D,0,0,Manchester City,,"25,052",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/07872b74/Stoke-City-Manchester-City-September-14-2013-Premier-League,
4,2013-09-22,,Premier League,Matchweek 5,Sun,Away,L,1,3,Arsenal,,"60,002",,4-5-1,Mike Dean,https://fbref.com/en/matches/a6ec34ce/Arsenal-Stoke-City-September-22-2013-Premier-League,
5,2013-09-29,,Premier League,Matchweek 6,Sun,Home,L,0,1,Norwich City,,"26,184",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/cc8ac2c8/Stoke-City-Norwich-City-September-29-2013-Premier-League,
6,2013-10-05,,Premier League,Matchweek 7,Sat,Away,L,0,1,Fulham,,"24,634",,4-2-3-1,Roger East,https://fbref.com/en/matches/9b78c156/Fulham-Stoke-City-October-5-2013-Premier-League,
7,2013-10-19,,Premier League,Matchweek 8,Sat,Home,D,0,0,West Brom,,"25,904",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/aefcb1a9/Stoke-City-West-Bromwich-Albion-October-19-2013-Premier-League,
8,2013-10-26,,Premier League,Matchweek 9,Sat,Away,L,2,3,Manchester Utd,,"75,274",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/6d7a30e6/Manchester-United-Stoke-City-October-26-2013-Premier-League,
9,2013-11-02,,Premier League,Matchweek 10,Sat,Home,D,1,1,Southampton,,"26,053",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/67efb166/Stoke-City-Southampton-November-2-2013-Premier-League,
10,2013-11-10,,Premier League,Matchweek 11,Sun,Away,D,3,3,Swansea City,,"19,242",,4-2-3-1,Bobby Madley,https://fbref.com/en/matches/5d49fcdf/Swansea-City-Stoke-City-November-10-2013-Premier-League,
11,2013-11-23,,Premier League,Matchweek 12,Sat,Home,W,2,0,Sunderland,,"26,007",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/6b8459d5/Stoke-City-Sunderland-November-23-2013-Premier-League,
12,2013-11-30,,Premier League,Matchweek 13,Sat,Away,L,0,4,Everton,,"35,513",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/82dac84a/Everton-Stoke-City-November-30-2013-Premier-League,
13,2013-12-04,,Premier League,Matchweek 14,Wed,Home,D,0,0,Cardiff City,,"25,014",,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/f398e651/Stoke-City-Cardiff-City-December-4-2013-Premier-League,
14,2013-12-07,,Premier League,Matchweek 15,Sat,Home,W,3,2,Chelsea,,"25,154",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/be87a9fa/Stoke-City-Chelsea-December-7-2013-Premier-League,
15,2013-12-14,,Premier League,Matchweek 16,Sat,Away,D,0,0,Hull City,,"23,324",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/e43399da/Hull-City-Stoke-City-December-14-2013-Premier-League,
16,2013-12-21,,Premier League,Matchweek 17,Sat,Home,W,2,1,Aston Villa,,"26,003",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/c56d6783/Stoke-City-Aston-Villa-December-21-2013-Premier-League,
17,2013-12-26,,Premier League,Matchweek 18,Thu,Away,L,1,5,Newcastle Utd,,"51,665",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/bdffa3ae/Newcastle-United-Stoke-City-December-26-2013-Premier-League,
18,2013-12-29,,Premier League,Matchweek 19,Sun,Away,L,0,3,Tottenham,,"36,072",,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/06f69eb3/Tottenham-Hotspur-Stoke-City-December-29-2013-Premier-League,
19,2014-01-01,,Premier League,Matchweek 20,Wed,Home,D,1,1,Everton,,"25,832",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/5dd9026f/Stoke-City-Everton-January-1-2014-Premier-League,
20,2014-01-12,,Premier League,Matchweek 21,Sun,Home,L,3,5,Liverpool,,"27,160",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/009629d2/Stoke-City-Liverpool-January-12-2014-Premier-League,
21,2014-01-18,,Premier League,Matchweek 22,Sat,Away,L,0,1,Crystal Palace,,"24,440",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/74021dd8/Crystal-Palace-Stoke-City-January-18-2014-Premier-League,
22,2014-01-29,,Premier League,Matchweek 23,Wed,Away,L,0,1,Sunderland,,"34,745",,4-2-3-1,Bobby Madley,https://fbref.com/en/matches/c0fb2876/Sunderland-Stoke-City-January-29-2014-Premier-League,
23,2014-02-01,,Premier League,Matchweek 24,Sat,Home,W,2,1,Manchester Utd,,"26,547",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/7eaa81a2/Stoke-City-Manchester-United-February-1-2014-Premier-League,
24,2014-02-08,,Premier League,Matchweek 25,Sat,Away,D,2,2,Southampton,,"27,987",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/1d631d22/Southampton-Stoke-City-February-8-2014-Premier-League,
25,2014-02-12,,Premier League,Matchweek 26,Wed,Home,D,1,1,Swansea City,,"24,822",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/cd9d99f8/Stoke-City-Swansea-City-February-12-2014-Premier-League,
26,2014-02-22,,Premier League,Matchweek 27,Sat,Away,L,0,1,Manchester City,,"47,038",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/820d8ee2/Manchester-City-Stoke-City-February-22-2014-Premier-League,
27,2014-03-01,,Premier League,Matchweek 28,Sat,Home,W,1,0,Arsenal,,"26,711",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/f84c9bc1/Stoke-City-Arsenal-March-1-2014-Premier-League,
28,2014-03-08,,Premier League,Matchweek 29,Sat,Away,D,1,1,Norwich City,,"26,646",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/1ac1521a/Norwich-City-Stoke-City-March-8-2014-Premier-League,
29,2014-03-15,,Premier League,Matchweek 30,Sat,Home,W,3,1,West Ham,,"27,015",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/c925bbfe/Stoke-City-West-Ham-United-March-15-2014-Premier-League,
30,2014-03-23,,Premier League,Matchweek 31,Sun,Away,W,4,1,Aston Villa,,"30,292",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/8e43cacf/Aston-Villa-Stoke-City-March-23-2014-Premier-League,
31,2014-03-29,,Premier League,Matchweek 32,Sat,Home,W,1,0,Hull City,,"27,029",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/4ed47dd8/Stoke-City-Hull-City-March-29-2014-Premier-League,
32,2014-04-05,,Premier League,Matchweek 33,Sat,Away,L,0,3,Chelsea,,"41,168",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/b3c04b77/Chelsea-Stoke-City-April-5-2014-Premier-League,
33,2014-04-12,,Premier League,Matchweek 34,Sat,Home,W,1,0,Newcastle Utd,,"27,400",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/e324829e/Stoke-City-Newcastle-United-April-12-2014-Premier-League,
34,2014-04-19,,Premier League,Matchweek 35,Sat,Away,D,1,1,Cardiff City,,"27,686",,4-3-2-1,Howard Webb,https://fbref.com/en/matches/c7305294/Cardiff-City-Stoke-City-April-19-2014-Premier-League,
35,2014-04-26,,Premier League,Matchweek 36,Sat,Home,L,0,1,Tottenham,,"26,021",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/cd789185/Stoke-City-Tottenham-Hotspur-April-26-2014-Premier-League,
36,2014-05-03,,Premier League,Matchweek 37,Sat,Home,W,4,1,Fulham,,"27,429",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/6f02715d/Stoke-City-Fulham-May-3-2014-Premier-League,
37,2014-05-11,,Premier League,Matchweek 38,Sun,Away,W,2,1,West Brom,,"26,613",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/9dae8414/West-Bromwich-Albion-Stoke-City-May-11-2014-Premier-League,
