,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Kelechi Iheanacho,14.0,ng NGA,FW,26-131,76,1,1,0,0,4,2,0,0,33,3,0,0,0.5,0.5,0.3,2,1,15,24,62.5,1,20,4,3,3
1,Jamie Vardy,9.0,eng ENG,FW,36-031,14,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,0,3,0.0,0,3,0,2,0
2,Harvey Barnes,7.0,eng ENG,LW,25-064,90,1,0,0,0,3,2,1,0,45,2,1,2,0.5,0.5,0.2,3,0,23,30,76.7,1,29,4,2,1
3,Tetê,37.0,br BRA,RW,22-361,76,0,0,0,0,2,0,0,0,32,1,0,2,0.1,0.1,0.0,1,0,18,22,81.8,0,20,1,1,1
4,Dennis Praet,26.0,be BEL,"RW,AM",28-273,14,0,0,0,0,0,0,0,0,10,1,1,0,0.0,0.0,0.0,1,0,4,7,57.1,0,6,0,1,0
5,James Maddison,10.0,eng ENG,AM,26-080,87,1,1,0,0,3,1,1,0,51,1,0,1,0.4,0.4,0.1,5,1,34,43,79.1,5,36,2,6,3
6,Ricardo Pereira,21.0,pt POR,RW,29-128,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,0
7,Kiernan Dewsbury-Hall,22.0,eng ENG,DM,24-158,90,0,0,0,0,0,0,1,0,65,3,2,2,0.0,0.0,0.3,5,1,43,55,78.2,6,47,1,0,0
8,Nampalys Mendy,24.0,sn SEN,DM,30-233,68,1,0,0,0,1,1,0,0,67,3,2,1,0.0,0.0,0.0,1,0,50,56,89.3,5,39,0,1,0
9,Wilfred Ndidi,25.0,ng NGA,DM,26-057,22,0,0,0,0,0,0,0,0,16,2,0,0,0.0,0.0,0.0,0,0,7,10,70.0,1,5,0,2,1
10,Victor Bernth Kristiansen,16.0,dk DEN,LB,20-057,90,0,0,0,0,1,0,0,0,68,6,0,0,0.1,0.1,0.4,4,0,43,57,75.4,8,33,3,1,1
11,Wout Faes,3.0,be BEL,CB,24-314,90,0,0,0,0,0,0,1,0,54,0,5,0,0.0,0.0,0.0,2,1,42,45,93.3,0,36,0,0,0
12,Harry Souttar,15.0,au AUS,CB,24-112,90,0,1,0,0,0,0,1,0,55,3,1,1,0.0,0.0,0.2,1,1,44,50,88.0,3,38,0,0,0
13,Timothy Castagne,27.0,be BEL,RB,27-068,90,0,0,0,0,1,0,0,0,60,2,0,2,0.0,0.0,0.0,1,1,40,48,83.3,2,27,1,0,0
14,Danny Ward,1.0,wls WAL,GK,29-234,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,19,39,48.7,0,26,0,0,0
15,15 Players,,,,,990,4,3,0,0,15,6,5,0,607,27,12,12,1.7,1.7,1.5,26,6,383,490,78.2,32,367,16,19,10
